record_id	limit	sex	education	marriage	age	pay0	pay2	pay3	pay4	pay5	pay6	bill_amt1	bill_amt2	bill_amt3	bill_amt4	bill_amt5	bill_amt6	pay_amt1	pay_amt2	pay_amt3	pay_amt4	pay_amt5	pay_amt6	label
2045	11	2	1	1	13	3	0	1	1	1	1	4	3	1	1	1	4	4	1	0	0	9	2	0
2046	4	1	2	2	9	0	0	0	0	0	0	11	8	6	11	12	1	2	12	12	4	0	0	0
2047	5	1	1	2	9	1	2	2	2	2	2	13	12	13	12	12	12	11	13	7	7	12	8	0
2048	12	2	2	1	10	2	2	2	2	2	2	9	8	9	8	8	9	11	10	11	10	10	11	0
2049	11	2	2	2	6	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2050	1	1	2	2	8	1	4	4	4	4	4	6	6	6	5	6	6	0	6	1	0	5	1	0
2051	9	2	1	2	2	2	1	1	1	1	0	2	2	1	1	1	1	1	0	0	0	0	0	0
2052	3	1	3	1	15	2	2	2	2	2	2	10	10	8	7	7	7	3	3	4	2	2	2	0
2053	1	1	2	2	1	4	4	2	2	4	2	6	6	6	6	6	7	0	4	6	0	5	5	1
2054	9	2	3	1	14	2	2	2	2	2	2	14	14	14	13	13	13	11	11	8	9	9	9	0
2055	9	2	1	2	2	2	2	2	2	2	2	15	15	15	14	14	14	11	11	10	10	10	10	0
2056	3	2	1	2	4	3	4	2	2	2	2	10	10	4	3	4	3	3	3	6	6	0	8	0
2057	3	2	2	2	12	4	4	4	4	4	4	4	4	10	10	10	10	0	13	4	5	6	6	1
2058	12	1	1	1	8	3	0	0	1	1	1	1	1	1	6	5	7	0	0	12	11	12	4	0
2059	12	1	2	1	9	2	2	2	2	2	2	11	9	9	7	7	6	7	10	5	9	9	7	0
2060	8	1	1	1	10	1	1	1	1	1	1	1	2	2	1	1	1	1	1	0	1	1	1	0
2061	3	1	2	3	12	4	2	2	4	2	2	10	11	11	9	9	9	8	8	0	4	5	4	1
2062	4	1	3	1	12	4	1	1	4	1	1	2	3	4	2	2	2	3	8	0	4	1	1	0
2063	11	2	2	2	5	2	2	2	2	2	2	7	7	7	7	7	7	5	7	7	8	7	7	0
2064	3	1	3	1	12	2	2	4	4	2	2	7	8	8	7	8	8	9	3	0	2	6	0	0
2065	9	1	1	2	7	3	1	1	1	2	2	0	2	1	1	1	0	2	1	2	0	0	3	0
2066	12	2	3	1	4	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1
2067	12	2	1	2	8	2	2	2	2	2	2	15	15	13	13	13	13	10	10	8	8	9	9	0
2068	1	1	1	1	11	2	2	2	2	2	2	9	7	7	6	7	7	8	4	5	2	2	2	0
2069	3	1	3	1	14	1	1	2	2	2	2	2	3	4	3	4	4	9	4	5	6	3	7	0
2070	2	2	2	1	5	2	2	2	2	4	2	8	8	8	8	8	8	4	4	7	0	3	7	1
2071	4	1	3	1	5	2	2	2	2	2	2	10	10	10	10	10	11	5	6	4	8	11	6	0
2072	9	2	2	2	7	1	1	4	1	2	1	3	1	2	5	4	2	1	0	11	0	2	10	0
2073	11	1	2	1	8	1	1	1	1	1	2	4	5	3	3	5	7	11	6	8	11	11	9	0
2074	3	1	2	1	2	2	2	2	2	2	2	10	10	9	7	7	7	4	3	3	3	3	3	1
2075	1	1	3	2	2	1	1	1	0	0	0	1	2	1	1	1	1	3	0	0	0	0	0	0
2076	9	1	3	2	15	2	2	2	2	2	2	13	13	13	12	13	13	8	8	8	8	8	8	0
2077	13	1	1	2	6	2	2	2	2	2	2	9	10	10	10	10	11	10	7	9	9	11	11	0
2078	4	2	3	1	9	1	1	1	1	1	1	4	5	3	2	3	5	11	3	4	7	11	5	0
2079	3	2	1	2	7	3	4	1	1	1	1	9	4	7	1	1	0	0	13	0	0	0	12	0
2080	3	2	1	2	2	1	1	1	1	1	1	3	4	8	3	3	3	8	13	7	8	7	12	0
2081	9	2	1	2	4	4	4	4	4	2	2	12	12	12	10	10	10	11	5	0	5	10	4	1
2082	11	2	1	2	8	2	2	2	2	2	2	7	7	6	5	7	4	10	10	9	11	6	10	0
2083	12	2	2	2	8	2	2	2	2	2	2	15	15	15	14	14	14	12	12	11	12	12	11	0
2084	1	1	2	2	2	2	2	2	2	2	2	4	4	5	4	5	5	3	4	4	5	5	5	0
2085	11	2	3	1	8	4	4	2	2	4	4	13	13	14	13	13	13	0	12	11	10	10	10	1
2086	3	2	2	1	13	2	2	2	2	0	0	6	6	6	1	1	1	3	2	0	0	0	0	0
2087	2	2	2	1	10	5	4	2	2	2	1	3	3	3	2	1	1	0	2	0	0	0	2	0
2088	7	1	2	1	11	2	2	2	2	2	2	11	11	11	11	11	11	5	6	6	6	8	8	0
2089	12	1	1	2	7	1	1	1	1	1	1	3	3	3	2	6	2	5	6	6	12	2	11	0
2090	8	2	1	2	5	4	4	4	4	4	4	14	14	14	14	14	14	11	0	11	10	0	10	1
2091	9	2	1	2	5	1	1	1	1	1	1	3	1	3	4	1	3	1	6	10	1	6	5	0
2092	1	1	2	2	14	2	2	4	2	2	2	6	6	7	6	6	7	4	2	2	3	5	3	0
2093	9	1	1	2	6	2	2	2	0	0	1	14	14	1	1	1	2	10	0	0	0	2	12	0
2094	6	1	2	2	7	2	2	2	2	2	2	13	13	13	12	12	12	8	8	7	11	7	8	0
2095	4	2	2	1	8	4	4	4	4	4	2	11	12	12	11	11	12	6	0	10	0	7	7	1
2096	12	2	2	2	5	1	1	1	1	1	1	6	6	2	6	4	2	12	2	12	10	2	0	1
2097	4	1	3	1	12	2	2	2	2	2	2	9	9	10	9	10	10	7	6	5	8	8	7	0
2098	3	2	2	1	0	2	2	4	2	2	2	8	8	8	8	8	8	6	2	5	2	5	2	0
2099	10	2	1	2	12	1	1	1	1	1	4	1	2	2	2	2	2	1	1	4	3	0	1	0
2100	8	2	1	2	5	0	0	0	0	0	0	2	4	4	1	2	1	9	10	0	2	0	0	0
2101	2	1	2	2	7	5	4	4	4	2	2	9	9	9	8	9	8	0	6	0	3	3	0	0
2102	7	2	1	2	12	0	0	0	0	1	1	5	0	1	1	1	1	1	1	0	1	0	1	0
2103	8	2	1	1	12	1	1	1	2	1	1	9	8	13	2	5	2	13	13	0	11	1	4	0
2104	1	2	2	2	0	2	2	4	2	2	2	6	7	7	6	6	7	7	2	2	6	7	0	0
2105	3	1	2	2	10	2	2	2	2	2	2	10	10	10	10	10	11	6	4	4	5	6	6	0
2106	3	1	2	2	1	1	1	2	2	2	2	1	5	5	2	2	7	11	3	2	0	12	3	0
2107	3	1	2	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	0	1	0	0
2108	13	2	2	2	5	6	5	4	2	2	2	15	15	15	14	14	14	0	0	11	11	11	11	1
2109	1	2	5	2	0	3	4	2	2	2	2	6	6	6	5	5	6	0	3	2	0	1	2	0
2110	8	2	2	1	10	2	2	2	2	2	2	14	14	14	13	13	13	10	12	9	9	9	9	0
2111	3	2	2	1	11	2	2	2	2	2	2	10	10	10	10	10	11	5	6	5	8	6	5	0
2112	12	2	2	2	11	4	4	2	2	2	2	14	14	14	13	13	13	0	9	9	10	10	11	0
2113	9	1	2	2	10	0	0	0	0	0	0	1	2	1	1	1	1	1	0	1	0	0	2	0
2114	8	1	5	2	7	0	0	0	0	0	0	1	4	1	1	1	1	11	0	0	0	0	0	0
2115	7	2	3	1	10	4	4	4	2	2	4	13	14	14	13	13	13	10	0	9	12	10	0	0
2116	6	2	2	2	5	2	2	2	2	2	2	14	14	14	10	10	10	11	10	3	4	4	4	0
2117	10	2	1	2	4	1	1	1	2	2	2	6	4	5	5	5	5	8	11	9	9	0	12	0
2118	4	2	3	1	2	2	2	2	4	4	2	5	5	6	5	5	6	5	8	2	0	3	6	0
2119	14	2	1	1	12	2	2	2	2	2	2	15	15	15	14	14	14	11	11	10	10	10	10	0
2120	13	2	2	1	10	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0
2121	6	2	2	1	14	1	1	1	4	2	1	1	2	3	2	1	2	1	2	0	0	1	1	1
2122	1	2	1	2	0	4	4	4	4	4	4	5	6	6	5	6	6	8	1	2	1	0	3	1
2123	14	1	1	1	13	1	1	1	2	2	2	8	2	10	10	10	7	1	13	3	2	1	12	1
2124	10	2	1	2	2	2	2	2	2	2	2	8	5	7	6	7	8	8	12	5	3	7	3	0
2125	3	2	2	1	12	2	2	2	2	2	2	8	8	4	4	4	4	2	2	3	2	1	1	0
2126	3	1	2	2	5	2	2	2	2	2	2	11	10	10	7	6	5	9	6	2	5	3	5	0
2127	14	2	1	1	13	0	0	1	2	2	1	8	12	15	14	14	11	13	13	8	8	12	12	0
2128	14	1	1	2	8	1	2	1	2	2	2	5	7	14	13	12	10	13	13	8	0	9	11	0
2129	2	1	2	2	11	2	2	2	2	2	2	8	8	8	8	9	5	5	5	5	6	3	3	1
2130	9	1	2	2	8	2	2	2	2	4	2	14	15	15	14	14	14	11	11	12	0	11	12	0
2131	2	2	3	2	2	2	2	2	2	2	2	9	9	9	8	9	9	4	4	4	4	5	6	0
2132	7	1	2	1	12	2	2	2	2	2	2	14	14	14	13	13	13	9	9	10	9	9	9	0
2133	10	2	2	2	4	2	2	2	2	2	1	5	6	6	5	6	2	10	5	4	9	2	0	0
2134	4	2	2	2	2	2	2	2	2	2	2	10	10	10	10	10	10	5	6	5	5	8	0	0
2135	14	2	1	2	11	0	1	1	1	1	1	2	4	5	2	4	2	9	11	2	9	3	1	0
2136	1	2	3	1	4	3	4	4	2	2	1	7	7	7	5	6	3	3	0	2	3	4	11	0
2137	9	2	1	1	7	0	0	0	0	0	0	6	1	2	1	1	1	0	1	0	0	0	9	0
2138	12	2	2	1	7	2	2	2	2	2	2	12	12	12	12	12	12	8	8	8	8	7	7	0
2139	3	1	3	1	14	4	4	2	2	2	2	11	11	11	10	10	10	0	6	5	5	6	6	1
2140	8	2	2	1	12	1	1	1	1	1	1	2	2	2	1	1	1	1	1	0	1	1	1	1
2141	9	2	2	2	6	2	2	2	2	0	0	5	4	4	1	1	1	5	2	1	0	1	2	0
2142	10	1	1	1	12	1	1	1	1	2	1	3	1	1	10	3	4	0	0	12	0	10	0	0
2143	9	2	1	2	7	2	2	2	2	2	2	7	8	11	11	7	0	12	13	12	0	0	0	0
2144	12	2	1	1	10	3	1	2	2	2	1	1	5	5	4	4	5	11	10	7	0	11	0	0
2145	6	2	3	1	11	2	2	2	2	2	2	13	13	13	10	10	4	10	9	5	6	6	12	0
2146	12	1	3	1	13	0	0	0	0	0	0	6	3	0	2	4	6	3	0	3	11	11	0	0
2147	12	2	3	1	10	3	0	1	1	2	2	10	8	8	6	4	5	13	13	12	10	11	12	0
2148	4	2	2	1	8	2	2	2	2	1	2	12	12	12	9	8	9	9	6	7	12	6	6	0
2149	5	2	2	1	5	1	2	2	2	2	2	13	13	13	12	11	11	8	11	9	9	7	6	0
2150	7	1	1	2	7	2	2	2	2	2	0	8	9	9	9	0	0	11	6	2	0	0	0	0
2151	6	2	1	2	7	3	4	2	2	2	4	11	11	11	7	11	8	2	6	3	6	0	3	1
2152	14	2	1	2	10	0	0	0	0	0	0	1	3	4	2	1	4	6	8	1	0	9	1	0
2153	7	1	3	2	5	2	2	2	2	2	2	12	10	14	12	12	12	7	13	7	6	6	6	0
2154	3	2	2	2	0	3	4	2	2	4	2	5	5	5	5	5	5	0	3	2	0	1	2	0
2155	3	2	1	2	2	2	2	2	2	2	2	11	11	12	9	10	10	7	8	7	5	5	5	0
2156	1	1	2	2	1	3	4	2	2	4	4	5	6	6	6	6	7	2	5	7	0	8	0	1
2157	1	2	3	2	4	3	5	8	7	6	5	7	8	8	7	7	8	10	0	0	0	0	0	1
2158	0	1	2	1	12	1	4	2	2	4	4	5	5	5	5	5	5	0	2	2	0	3	0	1
2159	5	1	1	1	12	4	2	2	2	2	2	13	13	13	11	10	10	10	8	5	5	5	6	0
2160	11	2	2	1	14	1	1	1	1	1	1	7	7	10	5	12	12	13	13	11	12	12	12	0
2161	14	1	2	2	12	2	2	2	2	2	2	11	10	10	10	10	11	10	7	9	9	11	11	0
2162	7	2	1	2	5	2	2	2	2	2	2	14	14	14	13	13	13	11	11	9	10	10	10	0
2163	8	1	1	2	4	1	1	1	2	2	1	3	0	4	1	1	2	0	8	0	0	2	0	0
2164	3	2	2	1	5	1	2	2	2	2	2	11	11	11	7	7	7	6	3	2	2	2	2	0
2165	13	1	3	1	10	1	1	0	0	0	1	1	1	1	1	1	2	0	0	0	0	2	0	0
2166	3	1	2	2	14	2	2	2	2	2	2	12	11	9	7	7	6	13	4	1	2	3	9	0
2167	3	2	1	2	2	2	2	2	4	2	2	11	10	10	9	9	9	6	9	0	4	4	4	0
2168	12	1	2	2	14	2	2	2	2	2	2	13	13	14	13	13	13	7	10	9	9	9	9	0
2169	3	2	3	1	14	2	2	2	2	2	2	9	9	8	9	8	8	5	5	9	6	12	0	0
2170	3	1	2	1	12	2	2	2	2	2	2	5	5	5	4	7	5	2	5	5	8	3	11	0
2171	12	1	2	2	6	2	2	2	1	1	1	11	9	9	1	3	2	4	7	1	2	2	2	0
2172	1	2	2	1	2	2	2	2	2	4	2	7	7	7	7	7	7	3	3	4	0	3	3	1
2173	5	2	1	1	5	4	4	4	4	4	4	10	10	10	10	10	12	0	9	5	0	12	7	0
2174	1	1	3	2	2	2	2	4	5	4	4	5	6	6	5	6	6	7	7	0	0	4	2	0
2175	5	2	2	1	3	3	3	1	2	2	2	4	0	5	4	2	4	0	12	2	1	8	0	0
2176	14	1	2	1	13	1	1	2	2	2	1	4	11	8	6	5	4	13	2	11	0	9	5	0
2177	7	1	1	1	14	1	1	1	1	1	1	4	5	3	4	3	2	11	4	10	8	3	0	0
2178	0	1	3	2	0	2	2	2	2	2	2	5	5	5	4	4	4	2	3	2	0	1	0	0
2179	4	2	1	2	4	2	2	2	2	2	2	12	12	12	12	12	12	8	8	7	7	7	7	0
2180	13	1	1	2	5	1	1	1	1	1	2	1	2	2	1	2	1	1	1	0	2	0	1	0
2181	3	2	3	2	0	2	2	2	2	2	2	6	6	6	4	4	8	2	4	2	4	12	8	0
2182	12	2	2	1	13	2	2	2	2	2	2	15	15	15	14	14	14	12	11	10	11	10	10	0
2183	2	2	2	1	3	2	2	4	4	4	4	7	8	8	8	8	8	8	2	2	4	3	4	1
2184	7	2	1	2	7	2	2	2	2	2	2	14	14	14	11	11	12	10	10	7	7	7	7	0
2185	8	1	3	1	11	2	2	2	2	2	2	8	8	8	8	8	8	4	4	4	4	3	4	0
2186	9	2	3	1	8	2	2	2	2	2	2	15	15	14	13	13	13	10	9	10	8	8	10	0
2187	6	2	2	2	2	2	2	2	2	5	4	13	13	14	13	13	13	9	9	12	0	9	0	1
2188	14	2	3	1	15	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2189	11	2	2	2	2	2	2	2	2	2	2	8	6	6	5	6	6	3	4	3	4	4	3	0
2190	6	1	1	1	11	4	1	1	1	1	1	1	2	2	2	3	2	1	1	2	8	1	1	0
2191	10	2	1	2	7	1	1	1	1	2	2	8	1	2	6	6	1	0	1	12	0	0	0	0
2192	3	1	1	2	2	2	2	2	2	2	2	10	7	7	7	7	7	3	3	3	3	3	3	0
2193	3	1	2	2	3	2	2	2	2	2	2	10	10	11	9	9	10	5	6	5	6	6	6	1
2194	3	2	1	2	3	1	1	0	1	2	2	4	1	1	4	4	4	0	0	10	0	0	10	0
2195	5	2	2	1	4	1	1	1	1	1	1	1	2	2	1	3	2	1	1	0	7	4	0	1
2196	14	2	1	1	12	1	1	1	1	1	1	7	4	5	3	3	4	8	11	8	7	10	11	0
2197	8	2	2	2	5	2	2	2	2	2	2	14	14	14	13	13	13	10	11	10	9	10	9	0
2198	12	2	2	1	10	2	2	2	2	2	2	15	15	15	14	14	13	13	13	12	12	12	9	0
2199	12	2	5	2	8	2	2	2	2	2	2	9	9	9	8	6	5	4	4	5	6	3	3	0
2200	13	2	2	1	9	2	2	2	2	2	2	14	14	14	13	13	13	11	9	8	8	9	9	0
2201	2	2	1	2	4	4	4	6	6	6	6	1	1	1	1	1	1	0	0	0	0	0	0	0
2202	11	1	2	1	15	2	2	4	2	2	2	14	15	15	13	14	14	13	0	10	11	11	9	0
2203	13	2	3	2	8	1	4	4	0	0	0	3	3	1	1	1	1	0	0	0	0	0	0	0
2204	1	1	1	2	4	2	1	1	1	2	2	5	3	4	3	4	5	7	7	10	3	7	0	1
2205	1	2	3	1	11	4	5	4	4	5	4	6	6	6	6	6	6	0	2	5	0	3	3	1
2206	12	1	1	2	5	2	2	2	2	2	2	15	15	14	14	14	14	11	10	10	10	10	10	0
2207	3	1	2	1	10	4	2	2	4	4	4	8	8	9	9	9	9	3	8	3	4	4	4	1
2208	2	2	2	2	14	2	2	2	2	2	2	8	8	8	7	9	9	3	4	4	11	4	2	0
2209	10	2	2	2	5	2	2	2	2	2	4	14	14	14	13	13	13	11	11	9	11	0	10	0
2210	11	2	1	2	2	0	0	0	0	0	0	1	1	2	1	4	1	0	1	0	10	0	1	0
2211	14	2	3	2	12	0	1	1	2	2	2	5	8	13	13	13	12	13	13	6	4	12	0	0
2212	5	1	3	2	14	2	2	2	2	2	2	12	12	12	11	10	10	8	6	5	5	5	4	0
2213	1	1	2	2	7	2	2	2	1	2	1	6	6	5	4	3	3	3	8	11	0	5	0	0
2214	4	1	3	1	10	2	2	2	2	2	2	12	12	12	11	10	10	7	9	7	5	6	6	0
2215	3	1	2	1	12	4	2	2	2	2	2	6	10	6	6	6	7	5	5	12	3	3	7	0
2216	2	2	3	3	11	1	1	1	1	1	1	8	6	7	5	8	5	12	13	11	12	11	12	0
2217	4	1	2	2	12	4	2	2	2	2	2	12	12	13	10	10	10	8	8	4	5	5	5	1
2218	11	2	1	2	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	0	0	0	0	0
2219	11	1	1	2	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0
2220	5	2	2	1	11	0	0	0	0	0	0	3	1	1	1	1	1	0	0	0	0	0	0	0
2221	12	2	4	2	1	1	1	1	1	1	1	3	4	4	3	3	8	9	9	6	6	12	9	0
2222	2	2	2	1	0	2	2	2	2	2	2	8	8	9	8	8	6	4	4	1	2	1	3	0
2223	10	2	1	2	5	2	2	2	2	2	2	10	10	10	9	6	7	10	10	10	9	9	1	0
2224	1	1	2	2	0	2	2	4	4	2	2	5	6	6	6	6	6	10	1	0	3	2	3	0
2225	3	2	2	1	7	2	2	2	2	2	2	11	9	8	7	7	7	3	3	2	2	2	2	0
2226	7	2	3	2	15	4	2	2	2	2	2	11	11	12	11	11	11	7	5	5	6	7	7	1
2227	7	2	3	1	15	2	2	2	2	2	2	12	12	12	10	11	10	7	6	6	6	6	6	0
2228	11	1	2	2	7	2	2	2	2	2	2	13	13	13	12	12	12	9	11	11	11	11	11	0
2229	13	2	1	3	8	0	0	0	0	0	0	4	3	1	1	1	4	6	0	0	0	10	0	0
2230	7	2	3	2	1	2	2	2	2	2	2	14	14	13	12	11	11	9	8	9	9	7	9	0
2231	13	1	1	2	5	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2232	7	2	2	1	11	2	2	2	2	2	2	14	14	14	13	13	13	10	11	9	9	10	9	0
2233	7	2	1	2	7	0	0	0	0	0	0	3	1	3	1	1	3	0	3	0	0	5	4	0
2234	11	2	1	1	13	0	0	0	0	0	0	0	12	11	2	10	8	13	13	4	12	12	12	0
2235	2	1	2	2	10	2	2	2	2	1	2	9	9	9	8	9	8	3	3	2	12	3	3	1
2236	5	2	3	2	7	2	2	2	2	2	2	12	12	12	11	11	11	7	7	6	6	6	6	0
2237	2	2	1	2	3	1	1	1	1	1	1	5	3	3	3	5	6	6	7	6	11	12	11	0
2238	8	2	2	2	15	2	2	2	2	2	2	9	10	10	10	10	10	7	7	6	7	7	7	0
2239	3	2	2	1	8	4	4	4	4	4	4	10	10	10	10	10	10	5	5	4	0	8	5	0
2240	7	2	2	1	13	2	2	2	2	2	2	7	7	6	5	6	5	5	6	5	6	6	3	0
2241	12	2	1	2	3	2	2	2	2	2	2	13	13	13	12	12	12	10	10	8	9	8	8	0
2242	12	2	1	2	2	2	2	2	2	2	2	15	15	15	14	14	14	12	12	11	12	11	12	1
2243	3	2	3	2	0	4	4	4	2	2	2	8	8	7	7	7	7	4	0	4	2	2	2	0
2244	9	1	2	2	7	3	4	4	4	2	2	13	13	13	12	13	13	0	11	0	9	9	9	0
2245	11	2	2	2	2	2	2	2	2	2	5	8	8	8	8	4	4	3	4	4	3	0	0	0
2246	3	1	2	2	2	1	1	1	1	1	1	3	2	3	2	2	2	1	2	4	2	4	5	0
2247	9	2	3	1	5	3	0	1	1	1	1	1	1	3	9	2	1	0	2	12	2	0	0	0
2248	2	2	2	1	2	4	2	2	2	2	2	8	8	7	7	6	6	2	3	4	1	3	4	1
2249	2	2	2	1	8	2	2	2	2	2	2	9	9	9	8	8	8	3	5	2	3	4	0	0
2250	2	1	2	2	2	2	2	2	2	2	0	8	5	7	6	1	1	2	12	5	0	0	0	0
2251	10	2	2	1	13	2	2	2	2	2	2	12	12	12	11	12	10	7	12	11	6	9	9	0
2252	3	1	2	2	2	3	4	2	2	2	2	6	6	7	6	7	7	2	4	4	3	3	7	1
2253	9	1	3	2	4	2	2	2	2	2	2	15	15	15	14	14	14	11	11	10	10	10	0	0
2254	6	2	3	2	6	2	2	1	1	1	1	4	3	3	3	3	1	2	6	6	7	0	0	0
2255	14	2	2	2	3	3	0	1	1	0	1	1	1	2	1	1	2	0	2	0	0	4	4	0
2256	9	2	1	2	5	1	1	2	2	2	2	3	5	5	4	4	4	11	2	2	0	1	2	0
2257	14	1	1	1	14	2	2	2	2	2	2	15	15	15	14	14	14	13	13	12	12	12	11	0
2258	8	2	1	1	13	2	2	2	4	2	2	7	7	8	7	8	8	6	10	0	4	6	7	0
2259	9	2	3	1	12	0	0	0	0	0	0	2	3	3	2	2	3	2	3	3	4	4	5	0
2260	3	1	2	2	0	2	2	2	2	2	4	6	7	7	7	7	7	4	4	3	5	0	3	0
2261	7	2	3	1	13	1	1	1	1	1	1	2	2	3	1	2	1	1	6	1	4	1	0	0
2262	13	1	5	1	14	1	1	1	1	2	1	7	5	6	7	6	8	12	12	12	9	12	12	0
2263	1	2	1	3	14	1	1	1	1	1	1	4	1	2	2	3	1	0	1	1	7	0	0	0
2264	1	2	3	1	15	4	2	2	4	4	4	6	6	7	7	7	7	6	6	4	3	3	3	0
2265	10	2	1	1	12	2	2	4	2	2	2	14	14	14	13	14	14	13	0	10	10	10	9	0
2266	4	1	2	1	8	2	2	2	0	0	0	6	6	1	1	1	1	10	0	0	0	0	0	0
2267	1	1	3	2	13	2	2	2	2	2	2	4	5	5	5	5	6	5	5	5	6	6	6	1
2268	10	1	1	2	5	2	2	2	2	2	2	12	13	13	12	12	12	10	9	8	9	9	9	0
2269	11	2	1	1	7	2	2	2	2	2	2	15	15	15	14	14	14	11	11	11	11	11	11	0
2270	3	1	2	1	10	5	6	5	4	4	4	9	9	9	8	9	9	1	0	3	4	6	6	1
2271	6	2	1	1	12	2	2	2	2	2	2	8	6	6	5	6	10	10	10	9	9	11	10	0
2272	10	2	1	1	5	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	1	2	0
2273	14	2	1	2	8	1	2	2	2	2	1	3	3	4	3	3	2	2	9	0	0	4	6	0
2274	9	1	1	1	12	1	1	1	1	1	1	2	0	4	0	2	3	0	10	0	2	4	8	0
2275	11	1	1	1	9	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2276	13	2	1	1	6	0	1	2	2	2	2	1	15	15	14	14	14	13	11	11	11	11	12	0
2277	12	1	1	2	12	2	2	2	2	2	2	15	15	15	14	14	14	13	12	11	11	11	9	0
2278	12	2	3	2	10	2	2	2	2	1	1	9	10	10	11	1	5	12	10	12	1	10	10	0
2279	11	2	1	1	10	2	2	2	2	2	2	15	15	15	14	14	14	12	12	12	11	11	11	0
2280	14	2	1	2	8	0	0	0	0	0	0	4	5	9	7	6	5	12	13	12	10	10	12	0
2281	8	1	2	1	14	4	4	4	4	4	4	8	9	7	6	7	5	9	0	2	0	2	0	1
2282	14	2	2	1	9	2	2	2	2	2	1	4	5	5	6	4	5	7	9	10	0	11	1	0
2283	6	1	2	2	7	2	2	2	2	2	2	11	12	11	11	11	11	7	7	8	9	8	9	0
2284	3	2	3	1	13	4	4	4	4	4	4	7	7	7	7	7	8	3	0	6	0	6	0	1
2285	14	1	1	1	12	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2286	5	2	2	1	12	0	0	0	1	1	0	1	2	1	2	1	1	1	0	2	0	0	0	0
2287	13	2	1	2	5	2	2	2	2	2	2	11	11	11	11	11	11	10	6	7	7	6	6	0
2288	12	1	1	2	7	1	1	2	2	2	2	5	14	14	13	14	14	13	10	10	10	10	9	1
2289	3	1	3	1	15	2	2	2	2	2	2	7	7	6	4	3	1	2	2	0	4	0	0	0
2290	9	1	1	1	5	0	0	0	0	0	0	3	4	4	2	2	0	9	7	3	5	0	0	0
2291	14	1	2	2	6	4	4	2	2	4	2	15	13	13	12	12	12	0	8	10	0	8	7	1
2292	13	2	3	1	10	2	2	2	2	2	2	15	15	15	14	14	14	13	12	11	11	11	11	0
2293	14	1	1	2	9	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2294	6	1	1	2	2	2	2	2	2	2	2	7	8	9	8	9	9	10	9	5	4	10	10	0
2295	3	1	2	1	15	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	0
2296	0	1	2	1	2	5	4	4	9	9	8	3	3	3	3	3	3	0	0	0	0	0	0	1
2297	8	1	1	1	12	2	2	2	0	1	2	11	11	0	0	3	3	10	0	0	7	0	6	0
2298	12	1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2299	3	1	1	2	11	3	4	2	2	2	2	11	11	11	11	8	10	0	11	7	4	11	7	1
2300	8	2	3	1	12	0	1	2	2	2	2	14	10	11	10	10	10	13	4	4	6	6	4	0
2301	10	2	2	2	5	1	4	1	2	2	0	3	1	5	6	4	3	0	10	11	10	0	10	0
2302	12	1	1	1	15	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2303	4	1	2	2	14	2	2	2	2	2	2	12	12	12	10	10	10	8	6	5	6	6	6	0
2304	6	2	2	1	14	3	0	1	1	0	1	1	0	2	1	0	2	0	4	0	0	4	4	0
2305	1	1	2	2	1	2	2	2	2	2	2	7	7	7	7	7	7	3	3	4	1	0	1	0
2306	3	1	2	2	7	2	2	2	2	4	4	10	8	7	7	7	7	4	3	4	2	0	1	0
2307	1	1	2	1	9	5	4	4	4	4	4	7	7	7	6	7	7	0	7	0	5	0	5	1
2308	0	1	1	2	2	2	2	2	2	2	2	5	4	5	4	4	4	3	5	7	0	1	4	0
2309	2	1	3	2	4	3	4	4	4	2	2	8	8	9	8	8	9	8	2	0	4	6	2	1
2310	1	2	2	2	5	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2311	5	2	2	1	7	3	4	4	4	4	4	12	12	13	12	12	12	0	11	0	10	0	8	0
2312	7	2	1	1	8	2	2	2	2	2	2	13	14	14	13	13	13	13	10	9	9	9	9	0
2313	8	2	5	1	8	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2314	5	2	2	1	10	2	2	2	2	2	2	12	13	13	10	10	10	8	8	4	9	7	2	0
2315	14	1	1	1	5	1	1	1	0	0	0	4	3	1	1	1	1	6	0	0	0	0	0	0
2316	5	2	2	1	10	3	4	4	4	2	2	7	7	8	7	7	8	0	8	0	3	6	0	0
