record_id	administrative	administrative_duration	informational	informational_duration	product_related	product_related_duration	bounce_rates	exit_rates	page_values	special_day	month	operating_systems	browser	region	traffic_type	visitor_type	weekend	label
2306	0	0	0	0	10	14	0	1	3	0	7	7	12	8	19	1	0	1
2307	6	6	2	3	6	8	0	9	0	0	5	1	1	0	0	2	0	0
2308	0	0	0	0	7	3	0	10	0	0	6	1	1	0	0	2	0	0
2309	0	0	0	0	11	9	0	2	0	0	5	1	9	0	1	2	0	0
2310	4	5	2	3	11	15	0	4	0	0	1	1	1	5	1	2	0	0
2311	0	0	0	0	9	7	3	7	0	0	7	1	1	2	10	2	1	0
2312	0	0	0	0	12	9	5	9	0	1	6	1	4	0	1	2	0	0
2313	1	0	0	0	6	3	0	8	3	0	6	1	1	0	0	2	0	1
2314	2	1	2	1	1	8	0	2	0	0	6	0	0	0	4	0	0	0
2315	0	0	0	0	3	0	8	15	0	0	7	1	6	1	0	2	0	0
2316	0	0	0	0	10	1	7	14	0	0	1	1	1	8	2	2	1	0
2317	0	0	0	0	5	11	2	5	1	1	6	1	1	0	3	2	0	1
2318	6	8	0	0	13	4	1	12	0	0	6	2	1	2	0	2	0	0
2319	2	1	0	0	11	8	0	2	2	0	5	3	0	0	2	2	0	0
2320	7	7	3	3	10	11	4	6	1	0	1	0	1	1	1	2	0	0
2321	0	0	0	0	0	0	8	15	0	0	5	2	1	2	0	2	1	0
2322	0	0	0	0	6	5	7	14	0	0	6	1	1	0	3	2	0	0
2323	0	0	0	0	6	1	0	13	0	0	9	1	1	0	12	2	0	0
2324	3	4	0	0	4	2	0	6	0	0	6	2	1	0	1	2	0	0
2325	7	4	2	2	0	5	3	10	0	0	5	2	1	7	1	2	0	0
2326	0	0	0	0	9	0	8	15	0	0	7	0	0	3	1	2	0	0
2327	0	0	0	0	10	5	0	4	0	0	1	0	0	3	1	2	1	0
2328	2	2	0	0	7	4	0	4	0	0	0	1	1	0	3	2	1	1
2329	1	0	0	0	6	4	5	13	0	0	7	1	1	0	0	2	0	0
2330	0	0	0	0	5	2	0	13	0	0	4	1	3	1	3	2	0	0
2331	2	2	0	0	2	1	0	13	0	0	6	1	1	2	5	2	1	0
2332	4	2	0	0	0	14	0	4	3	0	7	3	0	1	1	2	0	0
2333	6	4	3	2	0	14	0	1	3	0	6	1	1	0	1	2	0	0
2334	0	0	0	0	1	11	0	0	0	0	9	1	1	3	3	2	1	0
2335	0	0	0	0	12	6	0	6	0	0	7	2	1	4	9	2	0	0
2336	0	0	0	0	4	11	6	8	0	0	1	2	1	1	12	2	1	0
2337	1	1	0	0	8	9	0	7	0	1	6	1	1	0	3	2	0	1
2338	6	7	3	3	12	11	4	6	3	0	1	2	2	0	1	2	1	0
2339	0	0	0	0	2	2	7	14	0	0	3	2	1	0	3	2	0	0
2340	7	8	0	0	11	15	0	2	2	0	6	1	1	0	0	2	0	0
2341	0	0	0	0	5	14	4	10	0	0	1	2	6	1	0	2	1	0
2342	0	0	2	3	7	12	0	4	0	0	4	2	1	3	1	2	0	0
2343	1	1	0	0	0	2	7	14	0	0	9	0	7	2	0	2	1	0
2344	7	7	0	0	3	4	4	6	0	0	8	1	1	0	1	2	0	0
2345	0	0	0	0	1	1	7	14	0	0	0	0	0	0	2	2	0	0
2346	0	0	0	0	4	4	0	2	0	0	5	1	1	3	2	2	0	0
2347	3	1	0	0	4	12	3	11	0	0	1	1	1	0	1	2	0	0
2348	0	0	0	0	7	6	3	7	0	0	1	1	1	0	0	2	0	0
2349	3	5	0	0	7	8	5	11	0	0	1	1	1	6	1	2	0	0
2350	4	4	0	0	5	4	6	12	0	0	6	2	1	0	3	2	0	0
2351	3	3	0	0	2	5	0	6	0	0	5	0	0	0	0	2	0	0
2352	0	0	0	0	0	0	8	15	0	0	1	0	1	2	0	2	0	0
2353	0	0	0	0	9	15	0	6	0	0	1	1	1	0	1	2	0	0
2354	3	3	0	0	2	7	0	9	0	0	6	2	1	2	10	2	0	0
2355	3	2	0	0	4	12	2	10	0	0	6	1	4	6	2	2	0	0
2356	4	6	2	1	0	9	0	5	0	0	1	1	1	0	1	2	0	1
2357	1	0	0	0	2	2	0	13	0	0	6	1	3	0	1	2	0	0
2358	4	5	0	0	3	11	2	8	0	0	6	1	4	1	3	2	0	0
2359	5	5	0	0	12	9	0	0	3	0	0	0	7	3	0	2	0	1
2360	3	4	3	3	11	14	3	9	0	0	7	1	1	0	1	2	0	1
2361	0	0	0	0	9	0	8	15	0	0	6	1	1	2	0	2	0	0
2362	0	0	0	0	11	1	0	14	0	0	1	1	1	2	0	2	0	0
2363	0	0	0	0	1	9	1	2	0	0	1	2	1	0	1	0	0	0
2364	0	0	2	2	3	8	4	11	0	0	5	1	1	3	9	2	0	0
2365	3	5	0	0	4	5	0	1	0	1	6	0	7	0	10	0	1	0
2366	0	0	0	0	3	8	0	5	2	0	6	1	1	6	1	2	0	1
2367	4	4	0	0	9	7	0	2	0	0	1	7	12	8	19	1	0	0
2368	1	6	3	2	3	5	0	0	0	0	5	0	0	0	1	0	0	0
2369	0	0	0	0	12	1	8	14	0	1	6	2	1	0	12	2	0	0
2370	1	3	0	0	11	13	0	3	0	0	6	0	0	0	2	2	1	0
2371	6	6	0	0	13	8	4	6	1	0	8	1	1	0	0	2	0	0
2372	0	0	0	0	8	2	0	12	0	0	6	3	0	0	2	2	0	0
2373	0	0	0	0	5	8	0	13	0	1	6	1	1	1	2	2	0	0
2374	0	0	0	0	8	0	8	15	0	0	7	1	1	2	12	2	0	0
2375	3	4	3	3	5	7	0	0	2	0	7	1	1	8	19	0	0	1
2376	6	6	0	0	12	9	0	6	0	0	1	0	0	1	1	2	0	0
2377	0	0	0	0	3	8	1	8	0	0	1	1	1	6	0	2	0	0
2378	2	4	0	0	8	7	0	10	0	0	6	1	3	2	2	2	0	0
2379	0	0	0	0	5	5	1	6	0	0	6	1	1	2	3	2	0	0
2380	5	3	0	0	0	5	0	2	0	0	8	0	0	0	1	0	1	0
2381	0	0	0	0	4	11	3	11	0	0	6	1	1	0	3	2	0	0
2382	1	5	0	0	9	4	0	2	0	0	9	4	10	7	13	2	0	0
2383	3	1	0	0	12	13	0	10	1	1	6	1	1	0	2	2	1	1
2384	6	5	0	0	14	8	4	6	0	0	1	0	0	1	7	2	0	0
2385	6	4	0	0	9	12	4	4	3	0	5	1	3	0	1	2	0	0
2386	6	7	0	0	4	10	4	7	1	0	7	2	1	0	0	2	0	0
2387	4	4	1	0	14	7	3	11	2	0	6	1	1	0	2	2	1	1
2388	2	2	2	3	14	7	5	10	3	0	5	1	6	2	1	2	0	0
2389	6	8	0	0	14	15	0	3	0	0	7	1	1	0	1	2	0	0
2390	7	5	0	0	8	15	0	2	0	0	3	1	1	0	1	2	0	0
2391	0	0	0	0	6	0	8	15	0	0	5	0	0	2	2	2	0	0
2392	0	0	0	0	2	9	4	10	0	0	1	1	4	0	2	2	0	0
2393	0	0	0	0	4	8	0	10	0	0	3	1	1	0	1	2	0	0
2394	5	3	0	0	5	6	0	5	0	0	6	1	1	0	3	0	0	0
2395	0	0	0	0	9	1	6	13	0	0	5	1	4	1	1	2	1	0
2396	7	6	1	2	13	14	0	1	2	0	7	1	9	6	1	2	0	0
2397	0	0	0	0	14	2	6	8	3	0	8	0	0	3	1	0	0	1
2398	0	0	0	0	7	2	0	12	0	0	5	0	0	0	9	2	0	0
2399	7	8	3	2	14	10	1	2	3	0	5	0	0	0	0	2	1	1
2400	0	0	0	0	13	3	6	13	0	0	6	3	0	0	1	2	1	0
2401	0	0	0	0	6	6	6	13	0	0	7	1	4	2	7	2	0	0
2402	1	1	0	0	6	15	3	6	0	0	7	1	1	2	0	2	1	0
2403	0	0	0	0	10	11	0	2	0	1	6	1	1	2	2	2	0	0
2404	0	0	0	0	5	5	0	3	0	0	6	3	0	0	2	2	0	0
2405	0	0	0	0	4	11	0	7	0	0	1	3	1	0	1	0	1	0
2406	4	4	0	0	12	7	0	7	0	0	1	1	3	7	1	2	0	0
2407	7	5	1	0	13	9	0	3	2	0	7	1	1	4	9	2	1	0
2408	0	0	0	0	15	3	0	12	0	0	7	0	0	3	7	2	0	0
2409	1	0	0	0	5	2	0	6	0	0	6	1	1	1	2	2	0	0
2410	6	6	1	2	9	7	0	0	0	0	8	1	1	1	4	0	0	0
2411	0	0	0	0	13	3	7	14	0	0	4	1	1	0	2	2	0	0
2412	1	0	3	3	6	10	4	9	0	0	1	0	0	7	1	2	0	0
2413	3	7	0	0	4	13	3	3	0	0	6	0	0	0	3	2	0	0
2414	4	5	0	0	15	4	0	5	0	0	1	0	0	0	0	2	1	0
2415	0	0	0	0	15	3	0	13	0	0	7	2	1	0	9	2	0	0
2416	1	0	0	0	0	2	4	1	0	0	5	2	1	0	9	2	0	0
2417	7	6	2	1	12	12	4	12	0	1	6	0	0	0	1	2	1	0
2418	0	0	0	0	0	0	8	15	0	0	7	3	0	0	2	0	0	0
2419	0	0	0	0	8	9	0	4	2	0	3	1	1	0	3	0	0	1
2420	5	6	0	0	0	12	4	9	2	0	8	2	2	5	0	2	1	0
2421	3	6	1	1	13	5	0	3	0	0	1	1	1	4	1	0	1	0
2422	0	0	0	0	7	5	0	3	0	0	6	1	1	3	1	2	0	0
2423	4	6	2	2	1	11	4	8	1	0	6	2	1	1	3	2	0	1
2424	0	0	0	0	4	0	8	15	0	0	6	0	0	1	1	2	0	0
2425	4	1	0	0	3	7	0	5	0	0	3	0	1	0	3	2	0	0
2426	0	0	0	0	12	9	0	3	3	0	7	1	3	0	2	0	0	1
2427	6	4	0	0	10	7	3	7	2	0	5	1	1	4	1	2	1	1
2428	2	0	0	0	13	9	5	13	0	1	6	0	0	0	2	2	0	0
2429	2	1	0	0	3	8	3	11	1	0	7	1	1	0	2	2	0	0
2430	0	0	0	0	3	9	0	0	0	0	4	2	1	0	2	2	0	0
2431	0	0	0	0	3	10	2	2	0	0	7	0	0	0	1	2	0	0
2432	0	0	0	0	4	0	8	15	0	0	5	1	3	0	0	2	0	0
2433	0	0	0	0	0	7	0	10	0	1	6	1	1	6	0	2	0	0
2434	0	0	0	0	8	11	4	4	0	0	5	0	0	0	2	2	1	0
2435	5	4	0	0	5	14	0	6	0	0	7	1	1	8	1	2	0	0
2436	0	0	0	0	7	1	0	14	0	0	7	1	3	0	4	0	0	0
2437	1	0	0	0	1	9	7	14	0	0	7	2	1	8	5	2	1	0
2438	1	0	1	2	0	13	1	5	3	0	6	0	0	2	3	2	0	0
2439	0	0	0	0	10	4	5	12	0	1	6	1	1	2	0	2	0	0
2440	5	5	1	1	9	7	0	2	0	1	6	7	4	0	1	2	0	0
2441	5	7	0	0	10	12	1	8	3	0	1	1	1	0	7	2	0	0
2442	7	8	1	1	6	14	2	2	0	0	8	2	1	5	0	2	0	0
2443	0	0	0	0	5	8	6	9	0	0	7	0	0	2	1	2	0	0
2444	0	0	0	0	6	14	5	12	0	0	6	2	1	0	12	2	0	0
2445	6	5	2	2	6	7	0	3	0	0	0	2	1	5	3	2	0	0
2446	0	0	0	0	10	0	8	15	0	0	7	0	1	6	9	2	0	0
2447	0	0	0	0	3	4	7	14	0	0	3	1	1	0	0	2	0	0
2448	0	0	1	0	6	4	0	5	0	0	7	0	0	0	1	0	0	0
2449	0	0	0	0	0	8	0	0	3	0	6	0	0	4	1	0	0	1
2450	2	2	0	0	5	13	0	0	0	0	0	1	1	0	1	0	1	0
2451	0	0	1	0	10	11	6	13	0	0	1	0	7	2	0	2	1	0
2452	2	5	1	0	8	10	0	0	0	0	7	1	1	0	3	2	0	0
2453	0	0	1	1	8	15	0	1	1	0	7	1	1	0	1	2	0	1
2454	4	6	1	1	3	7	0	3	2	0	6	1	1	1	4	2	0	1
2455	0	0	0	0	8	4	0	10	0	0	5	0	0	0	8	0	1	0
2456	2	0	1	1	0	8	0	3	3	0	5	1	1	0	6	2	0	1
2457	0	0	0	0	15	10	5	12	0	0	1	0	0	7	0	2	1	0
2458	0	0	0	0	6	1	7	15	0	0	1	1	1	1	1	2	1	0
2459	6	8	1	1	4	13	2	6	0	0	3	2	2	7	0	2	1	0
2460	0	0	0	0	5	11	0	4	0	0	7	1	1	6	1	2	0	0
2461	0	0	0	0	14	5	5	3	0	0	7	2	1	2	1	0	0	0
2462	6	6	0	0	5	7	0	5	0	0	1	0	0	0	7	2	0	1
2463	1	1	0	0	6	0	7	14	0	0	8	0	0	0	4	2	0	0
2464	1	2	0	0	14	12	0	7	0	0	1	0	0	7	1	2	0	0
2465	0	0	0	0	7	1	6	13	0	0	6	1	4	5	3	2	0	0
2466	0	0	0	0	6	14	0	5	0	0	7	1	1	7	9	2	0	0
2467	3	7	0	0	2	9	5	5	0	0	3	2	1	5	0	2	0	0
2468	2	7	3	3	13	12	2	1	0	0	5	0	0	5	1	2	1	0
2469	6	8	3	1	13	15	0	2	1	0	5	1	1	2	0	2	0	0
2470	0	0	0	0	9	8	0	3	3	0	8	1	1	2	3	0	0	1
2471	0	0	0	0	4	0	8	15	0	0	6	0	0	0	2	2	0	0
2472	0	0	0	0	11	7	0	0	3	0	8	2	1	0	1	0	0	1
2473	0	0	0	0	12	7	0	14	0	0	7	0	0	3	9	2	1	0
2474	3	3	0	0	2	5	4	11	0	0	6	2	1	0	12	2	0	0
2475	6	5	2	3	11	15	4	11	1	0	3	1	4	2	2	2	0	0
2476	0	0	0	0	14	6	7	14	0	0	5	0	0	2	2	2	0	0
2477	7	8	2	3	1	14	0	3	0	0	7	1	1	0	0	2	0	1
2478	0	0	0	0	0	6	7	13	3	0	7	0	7	7	0	2	0	1
2479	6	4	0	0	1	9	0	11	2	0	7	1	1	0	1	2	0	0
2480	0	0	0	0	11	8	0	1	0	0	5	0	0	1	1	2	1	0
2481	6	5	0	0	6	15	2	12	0	0	0	1	1	1	0	2	1	0
2482	0	0	0	0	6	5	0	5	0	0	5	1	1	1	7	2	0	0
2483	0	0	0	0	9	7	0	12	0	0	3	1	1	8	0	2	0	0
2484	0	0	0	0	14	7	0	2	3	0	7	3	0	8	7	2	1	1
2485	7	8	2	1	2	12	1	2	0	0	0	2	1	0	1	2	1	0
2486	2	1	0	0	14	3	0	4	0	0	7	1	1	0	1	0	0	0
2487	4	2	3	2	14	9	2	8	0	0	7	1	1	2	1	2	1	0
2488	0	0	0	0	2	6	0	3	0	0	7	2	1	3	9	2	1	0
2489	4	6	0	0	11	5	0	2	0	0	6	2	2	2	1	0	0	0
2490	1	0	0	0	9	2	0	12	0	0	6	1	1	0	2	0	0	0
2491	1	1	0	0	3	9	0	8	2	0	7	1	1	1	5	2	0	1
2492	0	0	0	0	3	10	0	5	2	0	6	1	1	0	3	0	0	1
2493	4	1	0	0	9	4	4	10	0	0	7	1	1	0	1	2	0	0
2494	0	0	0	0	9	4	0	6	0	0	1	1	1	2	7	2	0	0
2495	7	7	0	0	7	13	1	2	1	0	7	1	1	2	1	2	1	1
2496	1	3	0	0	3	3	0	0	3	0	8	0	0	2	2	0	0	1
2497	0	0	0	0	7	0	8	15	0	0	5	2	1	2	0	2	0	0
2498	0	0	0	0	3	5	0	5	0	0	7	2	1	0	2	2	0	0
2499	2	6	0	0	8	4	4	3	0	0	9	0	0	0	1	0	0	0
2500	0	0	0	0	4	2	0	12	0	0	7	1	3	0	1	2	0	0
2501	2	2	0	0	6	5	0	3	0	0	6	2	1	8	3	2	1	0
2502	1	0	0	0	4	1	0	3	0	0	5	2	1	2	0	2	0	0
2503	0	0	0	0	14	6	0	9	0	0	7	2	1	0	10	0	1	0
2504	0	0	0	0	9	2	0	10	0	0	1	0	0	1	1	2	0	0
2505	3	6	3	3	13	11	4	3	0	0	7	0	0	0	1	2	0	0
2506	0	0	0	0	4	5	0	0	3	0	6	2	1	3	3	2	0	1
2507	7	7	0	0	8	12	4	9	0	0	6	1	1	7	5	2	1	0
2508	1	1	0	0	9	6	0	6	3	0	1	1	1	0	0	2	0	1
2509	6	8	1	1	7	14	0	5	0	0	7	2	1	2	1	2	1	0
2510	1	5	0	0	4	3	6	12	3	0	1	1	12	8	19	2	0	1
2511	4	8	3	3	10	5	0	4	0	0	5	1	1	2	1	0	0	0
2512	0	0	0	0	13	10	0	4	0	0	5	1	1	8	0	2	0	0
2513	7	7	1	2	0	14	0	3	1	0	7	1	1	0	1	2	0	0
2514	4	4	0	0	8	4	3	5	0	0	6	0	1	2	4	2	0	0
2515	0	0	0	0	6	0	8	15	0	0	4	1	3	8	2	2	0	0
2516	0	0	0	0	6	4	4	13	0	0	9	0	0	0	2	2	0	0
2517	0	0	0	0	3	0	8	15	0	0	1	1	1	0	1	2	0	0
2518	0	0	0	0	1	11	4	12	0	0	7	1	4	2	0	2	0	1
2519	7	8	1	1	4	5	0	4	0	0	1	0	0	4	1	2	0	0
2520	0	0	0	0	0	2	0	14	0	0	6	0	0	0	3	2	1	0
2521	6	6	2	3	6	11	2	6	1	0	6	2	1	0	2	2	1	0
2522	1	3	0	0	14	10	0	6	0	0	1	1	1	0	1	0	0	0
2523	2	3	0	0	2	6	0	9	0	0	5	1	3	8	9	2	0	0
2524	6	7	2	2	11	13	2	8	0	0	7	2	1	0	1	2	1	1
2525	0	0	0	0	15	6	0	8	0	0	6	1	1	3	1	2	0	0
2526	6	7	0	0	8	3	6	13	0	0	1	2	1	2	0	2	0	0
2527	5	8	0	0	3	6	0	1	0	0	1	7	12	8	19	1	0	0
2528	1	1	0	0	0	1	0	12	0	0	4	1	9	6	3	2	1	0
2529	0	0	0	0	12	5	0	10	0	0	7	1	3	0	1	2	0	0
2530	0	0	0	0	9	5	0	4	1	0	6	2	1	0	2	0	0	1
2531	0	0	0	0	6	7	5	3	0	0	7	2	1	0	1	2	0	0
2532	4	8	3	3	8	15	5	10	0	0	3	2	1	7	12	2	0	0
2533	6	8	3	3	0	15	0	6	0	0	7	1	3	0	1	2	0	0
2534	0	0	0	0	12	10	1	5	0	0	6	1	1	0	2	2	0	0
2535	0	0	0	0	14	11	4	7	0	0	1	1	1	0	1	2	1	0
2536	7	8	1	0	4	13	0	2	0	0	7	1	1	1	0	2	0	0
2537	0	0	0	0	13	5	5	11	0	0	1	0	7	0	5	2	0	0
2538	4	5	0	0	13	12	1	2	0	0	5	1	1	0	0	2	0	0
2539	0	0	0	0	10	2	7	13	0	1	2	2	2	0	2	2	0	0
2540	0	0	0	0	2	0	8	15	0	0	7	0	7	3	0	2	0	0
2541	6	8	3	3	13	11	0	0	2	0	7	1	1	0	12	2	1	1
2542	0	0	0	0	9	9	6	11	0	0	7	2	1	3	9	2	0	0
2543	0	0	0	0	6	1	8	15	0	0	6	1	1	0	10	2	0	0
2544	7	6	0	0	6	13	0	0	0	0	8	1	1	6	2	2	1	0
2545	1	1	0	0	6	9	1	6	0	0	7	1	1	0	1	0	0	0
2546	0	0	0	0	2	2	0	11	0	0	7	1	1	0	7	0	0	0
2547	6	2	0	0	8	8	0	8	2	0	1	1	1	0	7	2	0	0
2548	4	6	1	3	12	12	1	3	1	0	8	2	1	0	4	2	0	0
2549	7	8	3	3	0	14	5	11	0	0	4	1	1	1	0	2	0	0
2550	0	0	0	0	12	5	7	14	0	0	6	1	1	8	12	2	0	0
2551	0	0	2	3	4	13	0	5	0	0	1	1	1	0	1	2	0	0
2552	1	1	0	0	7	11	3	11	0	1	6	1	3	6	2	2	0	0
2553	0	0	2	1	10	8	0	4	0	0	1	2	1	2	1	2	0	0
2554	7	8	3	2	0	11	5	6	2	0	7	2	1	5	0	2	0	0
2555	6	8	0	0	11	14	1	3	0	0	7	1	1	0	1	0	0	0
2556	0	0	0	0	6	0	8	15	0	0	4	0	0	2	1	2	0	0
2557	0	0	0	0	6	0	8	15	0	0	6	1	1	0	12	2	1	0
2558	1	2	0	0	9	3	6	8	0	0	5	2	1	3	1	2	0	0
2559	3	5	0	0	11	12	2	2	0	0	5	2	1	0	7	2	1	0
2560	0	0	0	0	15	6	0	9	0	1	6	2	1	2	3	2	1	0
2561	0	0	0	0	11	13	5	11	0	0	6	1	5	2	19	2	0	0
2562	3	3	0	0	0	6	1	6	0	0	5	1	1	0	2	2	0	0
2563	0	0	0	0	2	3	6	11	0	0	5	2	1	0	0	2	0	0
2564	6	4	3	1	15	15	4	10	0	0	7	2	1	0	1	2	0	0
2565	0	0	0	0	4	1	6	13	0	0	6	2	1	2	0	2	1	0
2566	0	0	0	0	8	4	0	2	0	0	6	1	1	0	3	2	0	0
2567	0	0	0	0	10	8	3	10	0	0	1	0	1	3	1	2	0	0
2568	1	1	0	0	15	9	0	7	1	0	6	1	1	7	1	0	0	1
2569	7	6	3	3	2	12	1	5	2	0	1	2	1	1	5	2	0	0
2570	0	0	0	0	6	0	8	15	0	0	2	0	0	0	1	2	1	0
2571	7	8	3	3	4	15	0	2	1	0	5	1	1	5	1	2	0	1
2572	3	6	1	2	2	6	0	4	0	0	8	1	1	0	1	0	1	0
2573	1	5	0	0	0	12	0	2	2	0	6	1	1	2	3	2	0	0
2574	6	5	1	1	7	13	4	10	0	0	6	2	1	0	5	2	0	0
2575	7	7	1	3	6	14	0	1	3	0	7	2	1	1	1	2	0	1
2576	2	5	0	0	2	13	2	1	1	0	3	0	0	0	1	2	0	0
2577	0	0	0	0	7	9	5	12	0	0	7	0	0	0	2	2	0	0
2578	7	7	0	0	3	10	0	0	3	0	0	1	1	1	1	2	0	1
2579	7	6	0	0	10	3	0	4	0	0	9	0	0	6	3	2	0	0
2580	5	4	0	0	7	14	0	3	1	0	7	1	1	3	1	2	0	1
2581	2	4	0	0	13	6	5	11	0	0	7	2	1	0	1	2	0	0
2582	0	0	0	0	10	9	0	0	3	0	1	0	0	0	1	0	1	1
2583	0	0	0	0	4	4	7	14	0	0	7	1	9	3	2	2	0	0
2584	0	0	0	0	12	0	8	15	0	0	5	1	1	0	0	2	0	0
2585	0	0	0	0	8	8	0	4	0	0	5	2	2	0	1	0	1	0
2586	0	0	0	0	6	0	8	15	0	0	5	2	1	2	0	2	0	0
2587	0	0	0	0	11	0	8	15	0	0	1	1	1	0	12	2	0	0
2588	6	8	2	1	3	15	1	6	0	0	6	1	1	2	0	2	0	0
2589	6	6	0	0	7	14	0	2	3	0	7	1	1	0	2	2	1	1
2590	5	6	0	0	15	13	3	10	0	0	7	2	1	6	12	2	0	1
2591	5	6	0	0	7	9	3	2	2	0	1	2	1	2	0	2	0	1
2592	7	7	0	0	1	9	3	3	3	0	7	1	1	2	9	2	0	1
2593	0	0	0	0	2	13	0	2	0	0	1	1	3	0	1	0	0	0
2594	0	0	0	0	8	2	0	14	0	0	5	1	1	7	0	2	0	0
2595	0	0	0	0	11	2	0	13	0	0	5	0	1	4	9	2	0	0
2596	4	1	0	0	2	14	0	3	0	0	5	1	1	3	7	2	0	0
2597	2	1	0	0	3	15	2	6	2	0	7	1	1	3	0	2	0	1
2598	0	0	0	0	11	8	4	6	0	0	6	1	1	0	5	2	1	0
2599	0	0	0	0	15	1	0	14	0	1	2	1	3	3	1	2	1	0
2600	3	1	0	0	9	4	5	12	0	0	5	1	1	0	7	2	0	0
2601	1	0	0	0	8	2	7	14	0	0	4	2	1	1	3	2	0	0
2602	4	1	0	0	9	8	0	0	0	0	5	1	4	2	2	2	0	0
2603	2	4	2	2	8	9	0	7	0	0	5	1	1	6	1	2	0	1
2604	0	0	0	0	9	7	0	10	0	1	6	1	3	0	4	0	0	0
2605	4	5	2	1	8	10	4	8	0	0	6	1	1	5	3	2	1	0
2606	0	0	0	0	12	8	7	11	0	0	0	0	0	0	2	2	0	0
2607	2	3	1	2	9	14	0	1	2	0	5	1	1	3	1	0	0	1
2608	3	4	3	3	7	10	5	9	0	0	6	2	1	0	0	2	1	0
2609	0	0	0	0	10	3	7	14	0	0	1	1	1	2	2	2	0	0
2610	1	1	0	0	5	9	0	6	0	0	5	0	1	5	2	2	0	0
2611	4	4	0	0	2	3	0	4	0	0	0	0	0	0	4	0	0	0
2612	3	1	0	0	11	12	6	12	0	0	5	1	1	5	0	2	1	0
2613	0	0	0	0	3	3	3	11	0	1	6	1	1	1	3	2	0	0
2614	1	0	0	0	6	7	0	5	0	1	2	0	0	1	3	2	1	0
2615	0	0	0	0	0	1	0	14	0	0	5	2	1	0	0	2	1	0
2616	0	0	0	0	10	1	7	14	0	0	7	0	0	2	1	2	1	0
2617	1	0	0	0	13	4	0	9	0	0	4	1	4	2	1	2	0	0
2618	5	2	0	0	8	6	0	3	0	0	8	1	1	6	0	2	0	0
2619	3	3	0	0	0	8	4	8	0	0	7	2	1	2	2	2	0	0
2620	1	1	2	1	4	10	2	9	0	0	7	2	1	0	1	0	0	0
2621	5	5	0	0	0	9	0	0	0	0	1	1	1	1	0	2	0	0
2622	0	0	0	0	12	9	0	0	0	0	0	0	0	0	3	2	0	0
2623	0	0	0	0	10	4	0	12	0	0	6	0	0	5	3	2	1	0
2624	0	0	0	0	4	5	0	3	0	0	2	0	0	5	2	2	0	0
2625	0	0	1	1	11	7	1	7	0	1	6	2	1	0	2	2	0	0
2626	6	6	0	0	11	8	2	2	1	0	7	2	1	2	7	2	1	1
2627	3	8	0	0	9	15	0	0	3	0	1	7	12	8	19	1	0	1
2628	0	0	0	0	4	3	0	10	0	1	2	0	0	0	2	2	1	0
2629	0	0	0	0	4	6	0	11	0	0	1	1	1	5	0	2	1	0
2630	1	0	0	0	10	5	7	10	0	0	6	0	0	0	2	2	0	0
2631	1	0	0	0	9	11	4	10	0	1	6	1	1	3	1	2	0	0
2632	0	0	0	0	6	7	0	12	0	0	6	1	4	8	5	2	0	0
2633	0	0	0	0	15	5	0	12	0	0	6	1	3	2	0	2	0	0
2634	0	0	0	0	2	11	0	5	1	0	7	1	1	0	19	2	0	1
2635	2	8	0	0	1	10	5	12	0	0	5	2	8	8	1	2	0	0
2636	0	0	0	0	11	0	8	15	0	0	7	1	3	0	9	2	1	0
2637	6	5	0	0	13	3	0	1	0	0	8	1	1	2	0	2	0	0
2638	1	3	0	0	2	9	0	0	3	0	9	1	1	2	1	0	0	1
2639	4	8	1	2	5	10	0	1	0	0	1	0	0	5	1	0	0	0
2640	0	0	3	3	2	13	0	10	0	0	7	0	0	0	1	2	0	0
2641	0	0	0	0	4	2	0	12	0	0	1	1	1	0	19	2	0	0
2642	6	6	0	0	8	12	0	6	0	0	5	3	0	2	0	2	1	0
2643	0	0	0	0	9	4	0	11	0	0	7	1	1	2	19	2	0	0
2644	0	0	0	0	10	8	0	7	0	0	2	1	3	0	1	2	0	0
2645	0	0	3	1	15	10	3	8	0	0	1	0	0	2	0	2	0	0
2646	0	0	0	0	4	2	0	14	0	0	1	0	0	6	1	2	1	0
2647	0	0	0	0	10	5	5	5	0	0	1	0	0	6	1	2	1	0
2648	0	0	0	0	13	12	5	10	2	0	7	1	1	0	0	2	1	1
2649	0	0	0	0	12	0	8	15	0	0	1	0	0	1	2	2	0	0
2650	7	8	3	3	13	15	1	5	2	0	6	1	1	3	1	2	0	0
2651	0	0	0	0	3	2	0	8	0	0	5	1	1	0	1	2	0	0
2652	3	2	0	0	6	12	0	1	2	0	1	1	3	2	1	0	0	1
2653	0	0	0	0	9	4	0	7	0	0	5	2	1	4	1	2	0	0
2654	4	3	0	0	0	12	1	3	3	0	6	1	1	0	2	2	0	0
2655	5	5	0	0	5	11	0	0	3	0	5	1	1	2	2	2	1	1
2656	2	1	0	0	6	14	6	10	0	0	1	2	1	7	0	2	0	0
2657	0	0	0	0	3	15	0	8	0	0	7	1	1	2	0	2	1	1
2658	3	2	0	0	12	13	2	2	0	0	5	3	0	0	9	2	0	0
2659	0	0	0	0	11	1	0	12	0	0	3	0	0	3	2	2	0	0
2660	3	2	0	0	10	2	0	6	0	0	5	1	1	0	10	0	0	0
2661	6	7	0	0	1	13	0	2	3	0	7	1	1	0	7	2	0	1
