record_id	revolving_util	age	past_due	debt_ratio	income	lines	real_estate	dependents	label
29862	13	13	0	12	6	3	1	1	0
29863	14	2	1	4	5	6	0	1	1
29864	7	4	0	10	8	8	1	3	0
29865	0	0	0	2	1	4	0	0	0
29866	4	2	0	5	12	10	2	0	0
29867	6	15	0	6	9	13	1	0	0
29868	13	10	0	11	2	4	0	0	1
29869	11	3	0	3	15	5	0	2	0
29870	0	9	0	12	2	9	1	1	0
29871	14	12	0	1	4	0	0	0	0
29872	13	4	0	11	11	8	2	2	0
29873	0	0	0	0	2	1	0	0	0
29874	11	14	0	7	8	10	1	0	0
29875	4	14	0	2	11	12	0	0	0
29876	14	11	0	6	15	6	2	0	0
29877	7	8	0	3	7	9	0	0	0
29878	2	13	0	15	0	13	1	0	0
29879	9	10	0	13	12	13	3	3	0
29880	6	13	0	15	12	9	3	0	0
29881	9	2	0	13	1	7	0	1	0
29882	4	9	0	12	11	9	1	0	0
29883	11	7	0	9	6	7	0	1	0
29884	8	13	1	5	15	7	1	1	0
29885	11	5	0	6	5	3	0	0	0
29886	0	0	1	13	0	6	0	0	0
29887	1	10	0	2	11	9	1	0	0
29888	13	13	1	11	1	2	0	0	0
29889	12	4	0	14	6	5	2	3	0
29890	11	5	0	3	6	3	0	3	0
29891	8	1	1	12	4	6	1	1	0
29892	12	5	1	11	2	4	0	0	1
29893	14	12	0	1	12	0	0	2	0
29894	12	10	1	14	6	8	2	0	0
29895	11	7	0	14	7	11	2	0	1
29896	5	4	0	7	7	11	0	2	0
29897	0	12	0	0	9	7	0	0	0
29898	10	1	0	9	4	4	1	0	0
29899	0	1	0	8	8	8	1	1	0
29900	2	15	0	1	8	10	1	0	0
29901	12	14	0	8	11	8	1	1	0
29902	14	0	1	0	0	0	0	0	0
29903	4	2	0	9	13	9	2	3	0
29904	0	3	0	12	4	10	1	1	0
29905	12	2	0	13	4	11	0	0	1
29906	9	9	0	12	11	8	2	0	0
29907	12	1	0	9	1	4	1	1	0
29908	6	0	0	2	10	4	0	0	0
29909	4	12	0	2	13	11	1	1	0
29910	12	5	1	14	12	11	3	2	1
29911	1	12	0	2	7	3	0	0	0
29912	2	5	0	14	7	11	1	0	0
29913	4	7	1	9	12	10	3	3	0
29914	6	4	0	15	0	4	1	1	0
29915	13	6	0	14	0	1	0	1	0
29916	8	2	0	14	5	6	2	2	0
29917	0	7	0	3	4	2	1	3	0
29918	4	11	0	2	13	5	0	0	0
29919	5	11	1	9	12	13	2	1	0
29920	14	0	0	4	3	2	0	1	0
29921	0	6	0	11	11	13	2	2	0
29922	8	3	0	10	9	8	2	2	0
29923	5	6	1	4	6	9	0	1	0
29924	5	13	0	10	13	7	2	0	0
29925	8	7	0	3	15	13	0	1	0
29926	2	12	0	9	13	8	1	0	0
29927	2	10	0	8	14	7	2	0	0
29928	11	7	1	13	14	11	3	0	0
29929	12	14	0	13	9	5	2	0	0
29930	14	2	0	9	12	1	2	2	0
29931	14	0	0	15	0	0	0	0	1
29932	11	1	0	8	9	7	0	0	0
29933	3	4	0	11	6	10	1	0	0
29934	3	15	0	9	3	2	1	0	0
29935	2	15	1	10	1	8	1	0	0
29936	13	5	1	12	0	4	0	2	0
29937	6	12	0	14	4	10	2	2	0
29938	3	1	0	3	1	2	0	0	0
29939	14	5	0	13	8	7	1	0	0
29940	10	3	0	8	14	5	2	0	0
29941	6	2	0	14	6	9	3	0	0
29942	5	12	0	2	12	4	0	0	0
29943	2	12	0	10	5	12	2	0	0
29944	0	4	1	11	10	10	3	2	0
29945	5	0	0	0	0	2	0	0	0
29946	3	7	0	10	12	7	1	3	0
29947	2	7	0	6	10	6	2	3	0
29948	1	0	0	0	0	1	0	0	0
29949	1	5	0	7	13	3	2	3	0
29950	5	9	1	15	1	10	2	0	0
29951	14	0	1	15	0	10	0	0	0
29952	12	13	1	14	5	6	2	0	0
29953	0	0	0	0	1	1	0	0	0
29954	2	4	0	10	9	8	1	2	0
29955	10	7	0	10	15	11	2	3	0
29956	14	7	1	10	3	10	1	1	1
29957	0	12	0	0	6	4	0	0	0
29958	6	14	0	6	14	13	1	0	0
29959	1	0	0	15	0	3	0	0	0
29960	0	10	0	5	11	13	2	0	0
29961	2	14	0	4	3	6	0	0	0
29962	0	3	1	2	12	6	0	0	0
29963	10	11	0	13	10	12	1	2	0
29964	10	6	0	7	15	10	2	3	0
29965	11	0	0	0	0	1	0	0	0
29966	11	4	0	12	8	10	1	1	0
29967	0	15	0	0	2	3	0	0	0
29968	4	12	0	14	7	13	3	1	0
29969	8	12	0	9	13	10	1	0	0
29970	4	15	0	2	12	3	1	2	0
29971	12	12	0	9	10	10	2	0	0
29972	7	7	0	2	3	2	0	0	0
29973	0	2	0	6	9	6	1	1	0
29974	12	4	0	10	8	4	0	0	0
29975	14	7	1	1	4	0	0	0	1
29976	14	14	0	1	11	2	0	0	0
29977	0	7	0	6	11	4	1	0	0
29978	3	7	0	9	11	12	2	3	0
29979	5	5	0	9	8	6	2	1	0
29980	5	3	0	15	1	3	2	0	0
29981	8	14	0	9	12	8	2	0	0
29982	5	13	0	4	13	5	1	0	0
29983	14	7	0	11	2	3	0	0	0
29984	0	4	0	6	10	10	2	1	0
29985	2	15	0	2	3	5	0	0	0
29986	13	4	0	11	12	2	1	0	0
29987	4	0	0	1	7	3	0	1	0
29988	5	6	0	9	11	7	1	2	0
29989	0	4	1	15	0	3	1	3	0
29990	2	9	0	1	7	3	0	0	0
29991	12	5	0	1	12	6	0	3	0
29992	1	12	0	8	10	12	2	0	0
29993	1	15	0	0	2	4	0	0	0
29994	6	10	0	9	8	7	1	1	0
29995	0	6	0	9	12	9	2	0	0
29996	9	7	0	6	12	13	1	0	0
29997	8	4	0	2	11	3	0	1	0
29998	4	0	0	0	0	1	0	0	0
29999	13	1	0	15	0	2	1	2	0
30000	2	13	0	6	9	8	1	0	0
30001	9	13	0	7	14	12	2	1	0
30002	12	5	1	13	8	6	1	0	0
30003	2	4	0	6	9	4	1	0	0
30004	9	15	1	14	1	9	1	0	0
30005	6	12	0	9	15	11	3	0	0
30006	5	0	0	10	4	5	1	0	0
30007	6	15	0	2	1	2	0	0	0
30008	4	10	1	5	14	11	2	3	0
30009	0	4	0	4	7	4	0	0	0
30010	0	15	0	0	4	3	0	0	0
30011	0	6	0	12	7	3	2	3	1
30012	3	6	0	11	10	7	1	1	0
30013	1	3	0	5	10	2	1	0	0
30014	6	5	1	1	8	1	0	2	0
30015	6	10	0	10	10	12	1	0	0
30016	6	12	0	6	9	8	1	0	0
30017	11	14	0	10	7	11	0	0	0
30018	1	6	0	10	11	7	2	1	0
30019	12	10	0	14	6	11	1	1	0
30020	3	4	0	2	10	7	0	0	0
30021	8	5	0	14	1	11	0	1	0
30022	5	10	0	8	11	10	2	3	0
30023	13	3	0	4	8	5	0	2	0
30024	0	13	0	4	4	4	0	0	0
30025	10	13	1	3	13	8	0	1	0
30026	11	4	1	11	12	6	2	3	0
30027	12	9	0	14	2	13	1	0	0
30028	4	5	0	7	14	6	1	1	0
30029	14	11	0	9	14	12	2	0	1
30030	5	5	1	11	6	13	1	3	0
30031	14	6	1	15	8	4	1	1	0
30032	12	5	1	5	4	10	0	3	0
30033	14	2	0	11	4	2	1	1	0
30034	10	14	0	7	13	4	1	0	0
30035	9	7	0	7	6	5	1	3	1
30036	14	2	0	3	2	0	0	0	0
30037	4	4	0	4	13	5	1	3	0
30038	2	11	0	11	7	7	2	1	0
30039	13	9	0	13	6	6	1	0	0
30040	6	9	0	1	9	3	0	0	0
30041	10	4	0	9	14	13	1	2	0
30042	13	14	0	5	11	4	1	1	0
30043	7	6	0	8	2	4	0	1	0
30044	6	13	0	5	11	7	1	1	0
30045	12	2	0	8	13	6	1	3	0
30046	9	15	0	13	11	8	3	1	0
30047	12	6	0	13	10	11	2	3	1
30048	12	6	0	11	9	7	2	0	0
30049	3	9	0	6	7	12	1	2	0
30050	0	15	0	6	10	4	1	0	0
30051	4	15	0	15	0	13	2	0	0
30052	4	14	0	12	10	13	2	0	1
30053	4	14	0	4	11	11	0	0	0
30054	0	15	0	0	13	5	0	0	0
30055	1	15	1	0	7	4	0	0	0
30056	2	0	0	3	9	6	0	0	0
30057	0	5	0	6	13	5	1	0	0
30058	0	12	0	12	3	5	1	0	0
30059	0	5	0	6	13	7	2	3	0
30060	5	15	0	1	13	3	0	0	0
30061	2	3	0	5	9	5	2	1	0
30062	12	4	1	14	12	10	3	2	1
30063	12	2	1	5	8	4	0	3	1
30064	1	11	0	0	6	5	0	0	0
30065	3	14	0	8	10	6	1	0	0
30066	7	8	1	10	11	6	2	2	0
30067	0	5	0	6	13	9	2	3	0
30068	12	5	1	13	6	12	1	0	0
30069	4	9	0	10	14	4	2	1	0
30070	0	3	0	7	3	7	1	0	0
30071	12	3	1	2	4	10	0	0	0
30072	14	0	0	0	2	0	0	0	1
30073	1	15	0	5	9	10	1	0	0
30074	9	10	0	4	13	11	1	0	0
30075	3	14	0	6	12	2	1	0	0
30076	13	3	1	3	3	8	0	1	1
30077	8	12	0	9	6	3	1	1	0
30078	5	15	0	7	6	8	1	0	0
30079	11	5	0	12	15	7	2	3	0
30080	0	12	0	1	15	7	0	0	0
30081	4	5	0	15	0	10	2	3	0
30082	6	2	0	8	6	10	1	0	0
30083	4	9	0	13	12	10	2	0	0
30084	5	2	0	3	2	3	0	0	0
30085	12	8	0	5	8	3	0	3	0
30086	1	13	0	5	13	4	1	1	0
30087	14	6	0	3	12	2	0	2	0
30088	13	3	1	10	8	7	1	3	1
30089	6	5	0	5	10	4	1	1	0
30090	10	5	1	10	15	10	3	2	0
30091	7	14	0	1	8	2	0	1	0
30092	4	7	0	8	8	3	1	2	0
30093	0	9	0	4	3	3	0	0	0
30094	11	7	0	13	7	8	3	1	0
30095	1	14	0	3	8	12	0	0	0
30096	5	6	0	14	2	11	1	1	0
30097	0	5	1	10	6	9	1	0	0
30098	6	13	0	1	14	3	0	1	0
30099	5	11	1	0	5	5	0	0	1
30100	8	7	0	5	14	5	1	0	0
30101	0	1	0	9	11	6	1	2	0
30102	7	10	0	8	4	6	2	0	0
30103	6	13	1	6	11	7	1	0	0
30104	0	1	0	12	2	7	1	1	0
30105	10	12	1	2	13	2	0	0	1
30106	5	10	0	6	14	6	1	1	0
30107	10	15	0	14	1	5	1	0	0
30108	3	11	0	10	9	9	1	0	0
30109	2	15	0	2	2	11	1	0	0
30110	14	6	1	12	3	3	1	0	0
30111	1	14	0	1	4	4	0	0	0
30112	12	14	0	13	6	7	2	0	0
30113	2	14	0	1	2	2	0	0	0
30114	0	6	0	9	15	4	2	0	0
30115	14	10	0	5	0	1	0	0	0
30116	12	13	0	11	14	7	1	1	0
30117	9	12	0	10	15	10	2	1	0
30118	5	0	0	1	3	3	0	0	0
30119	6	4	0	7	11	7	2	3	0
30120	0	1	0	3	3	3	0	0	0
30121	0	15	0	0	8	3	0	0	0
30122	8	4	0	8	15	4	2	1	0
30123	5	0	0	6	1	4	0	0	0
30124	6	9	0	5	12	6	0	0	0
30125	0	9	0	12	14	11	3	2	0
30126	4	12	0	8	7	4	1	1	0
30127	9	8	0	2	8	2	1	2	0
30128	8	14	0	6	15	13	3	0	0
30129	11	15	0	10	6	7	1	0	0
30130	5	12	1	10	7	7	1	0	0
30131	7	7	0	12	4	5	1	1	0
30132	8	13	1	5	10	7	0	0	0
30133	13	14	0	15	0	4	0	0	0
30134	5	3	0	9	15	10	1	2	0
30135	0	12	0	2	3	12	1	0	0
30136	2	2	0	12	7	5	1	0	0
30137	3	6	0	9	14	12	2	3	0
30138	10	1	0	6	7	4	1	0	0
30139	13	13	0	13	7	10	0	1	1
30140	11	3	1	8	12	12	1	3	0
30141	5	0	0	2	14	3	0	0	0
30142	5	9	0	4	13	4	1	0	0
30143	14	11	1	11	2	2	1	3	1
30144	6	2	0	11	10	10	1	0	0
30145	5	6	0	9	12	7	1	1	0
30146	0	0	0	4	3	2	0	0	0
30147	7	6	0	3	12	10	0	1	0
30148	9	7	0	2	14	12	0	1	0
30149	10	4	0	15	2	3	2	2	1
30150	8	9	0	10	15	11	3	0	0
30151	4	9	0	9	9	7	1	3	0
30152	12	0	0	15	0	6	0	0	1
30153	8	10	0	4	4	7	0	0	0
30154	9	10	0	6	12	6	1	2	0
30155	10	9	0	12	12	13	2	3	1
30156	6	3	0	4	15	10	1	2	0
30157	1	4	0	0	9	10	0	0	0
30158	12	0	0	3	5	5	0	0	0
30159	1	10	0	5	4	9	1	0	0
30160	4	14	0	4	4	4	0	0	0
30161	4	11	0	1	6	5	0	0	0
30162	10	13	0	13	10	12	1	0	1
30163	11	5	1	14	8	11	1	0	1
30164	12	1	0	3	0	2	0	0	0
30165	9	13	0	15	0	5	2	0	0
30166	12	0	0	8	1	5	0	0	1
30167	5	9	0	15	9	13	3	2	0
30168	10	9	0	11	14	10	3	1	0
30169	2	13	0	6	8	5	1	0	1
30170	12	11	0	13	9	10	2	3	0
30171	6	15	0	1	4	2	0	0	0
30172	14	2	0	1	9	0	0	1	1
30173	11	1	0	7	5	5	0	1	0
30174	0	12	0	0	4	13	0	0	0
30175	7	9	0	11	4	2	1	0	0
30176	5	13	0	10	3	9	1	0	0
30177	12	5	1	7	13	6	1	1	0
30178	6	13	0	11	5	6	1	1	0
30179	14	4	0	5	13	0	1	2	0
30180	1	14	0	9	6	13	2	0	0
30181	3	11	0	3	13	4	0	1	0
30182	11	1	0	3	6	4	0	0	0
30183	4	6	0	7	13	7	2	2	0
30184	7	1	0	8	5	6	1	3	0
30185	4	4	0	9	2	6	1	0	0
30186	0	9	0	8	11	9	2	1	0
30187	0	12	0	3	1	3	0	1	0
30188	1	2	0	3	12	6	1	2	0
30189	14	10	1	15	0	1	1	0	0
30190	9	7	0	14	13	13	3	1	0
30191	9	9	1	13	6	13	3	0	0
30192	3	12	0	4	6	1	1	0	0
30193	8	9	0	8	7	5	0	0	0
30194	8	13	1	4	5	5	1	2	0
30195	0	15	0	0	13	5	0	0	0
30196	6	5	0	3	11	3	0	2	0
30197	9	5	0	10	10	4	2	0	0
30198	5	10	1	9	13	13	2	1	0
30199	0	10	0	4	9	4	2	1	0
30200	5	15	0	5	14	8	2	1	0
30201	13	7	0	11	7	8	1	1	0
30202	5	3	0	7	13	9	2	2	0
30203	0	14	0	5	13	12	3	1	0
30204	8	8	0	12	9	6	3	1	0
30205	10	1	0	11	12	9	2	0	0
30206	4	4	0	15	4	12	3	0	0
30207	0	10	0	0	15	3	0	1	0
30208	10	10	1	10	12	11	2	2	0
30209	13	6	0	13	9	7	1	0	0
30210	3	15	0	1	9	5	0	0	0
30211	9	12	1	7	13	11	2	0	0
30212	4	4	0	7	12	8	2	2	0
30213	5	5	0	11	13	10	2	2	0
30214	12	5	1	4	5	2	0	1	0
30215	8	7	0	12	8	11	1	0	0
30216	1	10	0	10	8	13	1	0	0
30217	0	6	0	4	12	3	1	2	0
30218	2	15	0	5	14	6	1	1	0
30219	8	12	0	6	13	10	1	3	0
30220	8	8	0	15	1	4	1	1	1
30221	5	6	1	8	12	13	2	0	0
30222	9	15	0	14	2	10	2	0	0
30223	6	11	0	13	9	11	2	0	0
30224	2	14	0	10	6	11	1	0	0
30225	0	12	0	0	1	13	0	0	0
30226	10	9	0	9	14	12	1	3	0
30227	4	3	0	11	3	8	2	0	0
30228	4	10	0	7	11	8	2	1	0
30229	11	10	1	9	14	10	1	1	0
30230	8	2	0	15	4	8	2	1	0
30231	6	5	0	11	4	10	2	1	0
30232	10	13	0	6	15	13	0	0	0
30233	6	6	0	15	1	12	1	0	0
30234	4	8	0	3	8	7	1	2	0
30235	12	1	0	12	3	4	1	0	1
30236	12	3	0	12	7	8	2	3	0
30237	2	14	0	5	6	8	1	0	0
30238	8	10	0	13	6	6	1	0	0
30239	10	6	0	9	14	8	1	1	0
30240	3	12	0	11	8	10	3	0	0
30241	0	6	0	7	4	5	1	0	0
30242	6	9	0	11	1	5	0	1	0
30243	9	9	0	9	15	10	3	1	0
30244	4	13	0	2	3	6	0	0	0
30245	0	9	0	7	12	6	2	0	0
30246	11	9	0	10	12	9	3	0	0
30247	2	5	1	5	15	9	3	2	0
30248	7	9	0	9	13	10	1	1	0
30249	5	9	0	6	11	12	1	0	0
30250	11	1	1	8	10	10	1	0	0
30251	8	8	0	15	0	9	1	0	0
30252	0	6	0	0	8	7	0	0	0
30253	12	6	0	10	12	11	1	3	0
30254	14	4	0	0	9	0	0	1	1
30255	14	3	0	9	4	2	1	2	0
30256	14	1	0	14	0	3	1	1	0
30257	14	1	0	1	0	0	0	0	1
30258	8	13	0	9	13	13	3	0	0
30259	13	9	1	13	14	12	3	2	1
30260	11	2	0	8	5	8	0	0	0
30261	0	0	0	7	8	5	1	0	0
30262	11	4	0	3	8	4	0	0	0
30263	13	15	1	11	3	11	1	0	0
30264	9	12	0	7	15	3	2	0	0
30265	12	10	1	4	2	7	0	0	0
30266	12	4	0	7	15	7	1	2	0
30267	9	11	0	10	11	8	1	1	0
30268	9	4	0	4	2	4	0	2	0
30269	14	2	1	2	2	1	0	3	0
30270	13	1	0	9	8	5	1	3	0
30271	7	7	0	6	13	8	2	2	0
30272	2	6	0	9	9	12	2	2	0
30273	6	13	0	5	15	13	2	2	0
30274	13	1	0	12	7	3	1	2	0
30275	12	13	0	13	7	9	1	1	1
30276	6	12	0	1	5	4	0	2	0
30277	9	4	0	12	14	10	2	3	0
30278	6	4	0	5	2	4	0	3	0
30279	0	12	0	10	6	6	1	0	0
30280	10	3	1	12	5	5	1	1	0
30281	12	10	0	10	7	5	1	1	0
30282	5	12	0	7	13	6	2	0	0
30283	0	2	0	10	9	4	1	0	0
30284	11	7	0	2	14	5	0	2	0
30285	4	13	0	12	8	7	1	0	0
30286	2	11	0	7	2	10	0	0	0
30287	14	13	1	11	9	4	1	0	0
30288	11	9	1	13	11	11	1	1	0
30289	0	8	0	7	10	8	1	0	0
30290	6	13	0	6	2	6	0	1	0
30291	6	8	0	7	11	11	2	2	0
30292	10	9	0	15	1	12	2	0	0
30293	14	6	0	1	6	4	0	2	0
30294	14	15	0	2	3	6	0	0	0
30295	9	7	0	2	14	9	0	1	0
30296	4	12	0	8	14	10	3	2	0
30297	4	4	0	13	12	7	3	0	0
30298	14	0	0	13	0	1	0	0	0
30299	14	4	0	2	5	0	0	1	0
30300	6	0	0	3	5	2	0	0	0
30301	10	5	0	2	10	4	0	1	1
30302	7	8	0	7	6	10	1	3	0
30303	2	8	0	1	3	4	0	0	0
30304	0	12	0	4	5	13	2	0	0
30305	14	6	0	4	3	0	0	1	0
30306	9	14	0	14	4	13	1	0	0
30307	12	0	0	2	6	3	0	3	0
30308	10	13	0	13	0	13	0	0	0
30309	0	10	0	12	11	10	2	0	0
30310	14	1	0	1	1	1	0	0	0
30311	2	10	0	8	8	9	1	0	0
30312	0	13	0	2	13	12	1	0	0
30313	6	14	0	1	1	2	0	1	0
30314	14	8	1	2	2	0	0	1	0
30315	8	10	0	1	15	5	1	0	0
30316	0	10	0	4	9	11	2	3	0
30317	11	4	0	5	3	8	0	1	0
30318	6	3	0	11	6	6	1	0	0
30319	8	5	0	6	11	9	0	2	0
30320	2	11	0	12	5	10	2	0	0
30321	8	13	0	7	11	7	1	0	0
30322	11	12	0	4	6	5	1	0	0
30323	1	10	0	10	7	10	2	0	0
30324	11	9	1	14	4	7	1	3	0
30325	14	0	0	0	2	0	0	0	0
30326	5	7	0	9	9	12	2	0	0
30327	8	13	0	13	12	5	2	1	0
30328	5	10	1	13	13	12	2	2	0
30329	5	6	0	7	15	8	3	0	0
30330	0	14	0	1	7	6	1	0	0
30331	2	8	0	0	13	2	0	0	0
30332	7	13	0	5	5	13	0	0	0
30333	14	0	0	4	3	4	0	2	1
30334	11	5	0	4	10	7	0	0	0
30335	8	9	0	11	7	12	1	1	0
30336	0	15	0	4	7	3	1	0	0
30337	12	7	1	12	7	9	2	0	0
30338	12	11	0	15	4	10	2	0	1
30339	11	15	1	15	0	13	2	0	0
30340	8	4	0	14	3	6	1	1	0
30341	12	9	1	8	12	9	2	1	0
30342	7	15	1	13	7	13	2	2	0
30343	8	8	0	6	10	5	2	2	0
30344	1	7	0	6	12	10	1	0	0
30345	10	8	0	3	2	2	0	0	0
30346	0	0	1	0	0	0	0	0	0
30347	0	9	0	12	14	4	3	0	0
30348	2	3	0	8	11	9	1	1	0
30349	9	3	1	10	3	8	1	0	0
30350	3	12	0	9	8	7	1	1	0
30351	14	10	0	1	0	0	0	0	1
30352	3	14	0	12	9	7	2	0	0
30353	0	12	0	9	7	6	2	2	0
30354	13	5	1	9	13	9	2	3	0
30355	14	7	0	0	4	0	0	1	1
30356	3	2	0	10	13	7	2	1	0
30357	6	13	0	8	12	5	1	0	0
30358	0	15	0	0	2	1	0	0	0
30359	14	4	0	1	5	0	0	1	0
30360	6	0	0	3	9	6	0	0	0
30361	1	13	0	9	7	8	1	0	0
30362	1	7	1	2	15	12	1	3	0
30363	12	10	1	6	11	12	2	0	0
30364	4	6	0	15	9	10	2	1	0
30365	9	11	1	9	8	4	0	0	1
30366	8	4	0	11	7	7	1	0	0
30367	10	7	0	15	4	10	2	0	0
30368	6	9	0	15	0	5	1	0	0
30369	7	1	0	13	2	6	1	1	0
30370	8	12	0	6	13	13	1	1	0
30371	8	13	1	7	14	13	2	1	0
30372	3	5	0	9	12	8	2	0	0
30373	5	15	0	0	3	4	0	0	0
30374	7	11	0	12	5	8	2	0	0
30375	5	8	1	11	9	10	2	1	1
30376	2	1	0	9	4	4	1	0	0
30377	5	6	0	6	11	9	1	1	0
30378	10	8	0	6	14	7	2	2	0
30379	6	7	0	2	12	2	0	2	1
30380	8	13	1	15	0	12	1	0	0
30381	9	5	0	14	1	4	1	2	0
30382	12	6	0	15	7	10	3	3	0
30383	6	9	1	5	13	8	2	3	0
30384	8	9	0	3	15	10	0	3	0
30385	12	5	1	2	3	10	0	0	1
30386	0	15	0	0	4	8	0	0	0
30387	14	14	0	11	12	3	2	0	0
30388	0	2	0	14	5	2	1	1	0
30389	4	9	0	12	12	10	1	0	0
30390	13	9	0	11	6	10	1	1	0
30391	1	6	0	11	5	3	1	0	0
30392	9	6	1	9	10	10	2	2	0
30393	9	11	1	8	10	10	2	0	0
30394	10	6	0	10	6	10	1	0	0
30395	0	7	1	13	4	9	1	0	0
30396	9	12	0	14	2	4	1	0	0
30397	0	5	0	9	11	3	1	2	0
30398	9	12	0	6	7	5	0	0	0
30399	0	12	0	4	13	5	1	0	0
30400	2	7	0	6	3	5	0	0	0
30401	12	1	0	12	9	8	1	0	1
30402	9	0	0	2	0	2	0	2	0
30403	14	1	0	14	3	0	1	0	0
30404	9	12	0	10	9	11	2	0	0
30405	2	2	0	0	5	0	0	0	0
30406	8	6	1	8	7	3	1	3	0
30407	8	12	0	6	8	11	2	0	0
30408	14	0	0	8	0	7	0	0	0
30409	5	15	0	3	15	4	2	0	0
30410	10	7	0	11	11	10	2	3	0
30411	2	15	0	5	14	12	3	0	0
30412	1	15	0	2	13	6	0	0	0
30413	9	4	0	2	15	8	2	1	0
30414	6	3	0	4	8	13	0	0	0
30415	9	9	0	11	15	13	2	2	0
30416	11	6	0	3	7	8	1	3	0
30417	3	6	0	3	7	13	0	1	0
30418	3	7	0	8	13	13	2	2	0
30419	4	4	0	11	14	8	1	1	0
30420	6	4	1	12	6	10	1	1	0
30421	5	13	0	3	10	5	1	1	0
30422	11	10	0	2	6	1	0	2	1
30423	11	8	0	5	4	5	0	3	1
30424	1	9	0	0	8	2	0	2	0
30425	4	15	0	7	13	13	2	0	0
30426	9	7	0	3	15	9	1	2	0
30427	3	12	0	1	13	6	0	0	0
30428	4	14	0	5	15	3	1	2	0
30429	1	10	0	4	5	5	1	3	0
30430	2	13	0	2	3	6	0	0	0
30431	1	14	0	1	0	7	0	0	0
30432	7	9	0	7	5	7	1	1	0
30433	4	7	0	8	10	13	0	2	0
30434	0	10	0	15	2	11	1	0	0
30435	6	0	0	15	0	0	0	0	0
30436	14	8	1	7	4	2	0	0	0
30437	5	13	0	7	12	7	1	0	0
30438	12	6	1	14	8	12	1	0	0
30439	3	10	0	14	2	8	1	1	0
30440	5	11	0	1	7	3	0	0	0
30441	14	6	1	11	15	9	3	3	0
30442	14	0	1	7	3	4	0	0	0
30443	3	8	0	4	5	2	1	1	0
30444	12	5	0	6	15	10	3	0	0
30445	4	1	0	3	7	4	0	0	0
30446	5	1	0	8	7	7	1	2	0
30447	5	3	1	11	12	12	2	3	0
30448	1	13	0	9	15	12	2	0	0
30449	13	3	1	4	3	3	0	0	1
30450	0	8	0	10	15	13	3	1	0
30451	8	7	0	12	10	6	2	2	0
30452	9	14	0	6	13	8	0	0	0
30453	0	12	1	5	12	5	1	0	0
30454	0	8	0	10	13	13	1	1	0
30455	2	10	0	3	10	10	0	2	0
30456	4	1	0	5	7	4	1	3	0
30457	6	2	0	10	5	7	2	0	0
30458	11	5	1	15	0	2	0	0	0
30459	14	0	0	0	0	2	0	0	0
30460	0	12	0	11	9	13	1	0	0
30461	11	4	0	14	10	10	3	0	0
30462	7	5	1	10	6	10	1	2	0
30463	1	7	0	11	4	6	2	0	0
30464	0	8	0	6	7	11	2	1	0
30465	2	13	0	0	15	3	0	2	0
30466	6	9	0	9	12	8	2	1	0
30467	4	7	0	10	14	8	2	0	0
30468	2	8	0	2	6	11	1	0	0
30469	1	9	0	7	8	4	0	1	0
30470	13	7	1	3	10	2	1	1	1
30471	10	5	0	14	5	5	1	3	0
30472	2	15	0	7	12	5	2	0	0
30473	6	1	0	13	1	5	1	0	0
30474	6	9	1	14	10	10	2	2	0
30475	1	9	0	12	4	10	2	2	0
30476	1	9	0	2	10	13	0	0	0
30477	7	5	0	9	7	7	2	0	0
30478	4	11	0	8	13	8	2	0	0
30479	3	9	0	12	7	9	2	0	0
30480	9	10	0	9	10	8	1	1	0
30481	7	5	0	7	13	5	3	2	0
30482	14	5	0	2	7	0	0	2	1
30483	4	13	0	14	0	3	1	0	0
30484	10	4	0	5	13	5	2	1	0
30485	5	11	0	1	5	2	0	3	0
30486	6	1	0	5	11	6	0	0	0
30487	9	8	0	2	15	5	1	0	0
30488	14	1	0	3	4	1	0	3	0
30489	0	8	0	1	1	5	0	2	0
30490	14	10	0	15	0	8	2	0	0
30491	7	4	0	8	2	8	0	0	0
30492	9	1	1	0	5	2	0	0	0
30493	4	3	0	5	3	4	1	3	0
30494	2	7	0	8	13	13	3	0	0
30495	3	15	0	3	5	5	1	0	0
30496	7	11	0	13	12	8	2	0	0
30497	0	15	0	0	5	9	0	0	0
30498	1	12	0	6	12	10	1	0	0
30499	0	5	0	12	3	2	1	0	0
30500	3	1	0	3	4	3	0	0	0
30501	3	14	0	10	15	12	3	2	0
30502	8	1	0	15	0	4	1	3	0
30503	14	6	0	13	0	3	0	0	0
30504	8	7	0	11	5	13	1	0	0
30505	3	7	0	3	9	9	1	0	0
30506	1	12	0	6	7	4	1	3	0
30507	0	8	0	2	5	5	0	2	0
30508	5	10	1	8	9	10	1	0	0
30509	3	12	0	4	15	8	1	0	0
30510	6	6	0	11	12	10	1	0	0
30511	14	1	1	8	8	7	1	2	0
30512	8	5	1	13	6	9	1	3	0
30513	12	13	1	12	2	4	2	0	1
30514	13	8	0	14	7	9	1	1	1
30515	13	0	0	8	5	7	0	0	0
30516	7	10	0	1	11	1	0	3	0
30517	4	6	0	1	14	5	0	3	0
30518	7	9	0	7	1	9	0	1	0
30519	2	0	1	9	10	9	1	0	0
30520	0	10	0	13	9	10	2	1	0
30521	6	3	0	7	10	10	1	0	0
30522	14	0	0	3	0	3	0	0	0
30523	7	4	1	13	9	10	1	3	0
30524	14	7	0	1	7	0	0	2	0
30525	9	12	0	8	4	8	1	1	0
