record_id	age	decile_score	priors_count	days_b_screening_arrest	is_recid	c_charge_degree	sex	age_cat	score_text	race	label
578	10	3	1	3	0	0	0	0	1	3	0
579	13	3	2	3	0	0	0	1	1	2	0
580	10	6	0	3	0	1	0	0	1	2	0
581	4	6	2	1	0	1	0	0	1	0	0
582	9	8	0	3	0	0	0	0	1	5	0
583	9	8	2	4	1	0	0	0	1	3	0
584	8	3	0	3	0	0	0	0	1	0	0
585	14	3	3	3	1	0	0	1	1	2	1
586	9	0	3	4	1	1	0	0	0	0	1
587	7	0	1	3	0	0	0	0	0	0	0
588	4	2	0	3	0	0	1	0	1	0	0
589	9	2	2	3	0	0	0	0	2	0	0
590	1	8	1	4	1	0	0	2	1	0	1
591	6	8	3	3	1	1	0	0	1	0	1
592	1	5	1	4	1	1	1	2	2	0	1
593	3	5	1	3	1	1	0	2	1	0	1
594	10	1	7	3	1	1	0	0	0	0	1
595	12	1	3	2	1	0	0	0	1	0	1
596	7	1	5	3	0	1	0	0	1	0	0
597	5	1	3	4	1	0	0	0	2	0	1
598	2	1	0	3	0	0	0	2	0	0	0
599	9	1	7	3	1	1	0	0	0	0	1
600	9	6	0	3	1	0	0	0	0	2	1
601	14	6	7	3	1	1	0	1	0	0	1
602	3	0	5	3	1	1	0	2	2	0	1
603	10	0	1	3	0	1	1	0	1	3	0
604	11	8	6	3	1	1	0	0	2	2	1
605	1	8	1	3	1	1	0	2	0	0	1
606	6	2	0	3	0	1	1	0	1	5	0
607	9	2	0	3	1	0	0	0	2	2	1
608	7	1	7	2	1	1	0	0	0	2	1
609	14	1	3	1	1	1	0	1	1	2	1
610	10	0	0	3	1	0	0	0	1	0	1
611	10	0	0	3	0	0	1	0	1	5	0
612	15	6	7	0	0	1	0	1	2	2	0
613	4	6	1	3	1	1	0	0	1	5	1
614	6	0	7	3	1	1	0	0	0	0	1
615	1	0	2	3	1	0	0	2	1	0	1
616	4	0	4	3	1	1	0	0	0	0	1
617	12	0	6	3	1	1	1	0	2	2	1
618	1	0	1	4	0	0	0	2	2	2	0
619	4	0	4	3	0	1	0	0	1	0	0
620	7	1	5	1	1	0	0	0	1	3	1
621	7	1	3	1	0	1	0	0	1	2	0
622	11	6	6	3	1	1	0	0	0	0	1
623	15	6	1	4	0	1	1	1	1	0	0
624	4	5	1	3	0	0	1	0	2	2	0
625	4	5	5	3	1	1	0	0	0	0	1
626	0	0	0	3	1	1	1	2	0	2	1
627	3	0	0	3	0	0	0	2	2	0	0
628	12	7	0	4	0	0	0	0	1	0	0
629	14	7	4	3	1	1	0	1	1	3	1
630	10	4	1	3	0	1	0	0	1	2	0
631	15	4	1	3	0	1	0	1	1	2	0
632	8	5	0	3	0	1	0	0	1	0	0
633	3	5	3	3	1	0	0	2	0	2	1
634	1	0	0	3	1	1	0	2	0	0	1
635	11	0	0	3	0	0	1	0	1	5	0
636	6	8	0	2	0	1	1	0	1	0	0
637	3	8	0	3	0	0	1	2	2	2	0
638	15	4	7	3	0	1	0	1	1	0	0
639	13	4	1	4	1	0	0	1	1	3	1
640	13	5	0	3	0	1	0	1	1	2	0
641	4	5	4	3	0	0	0	0	2	0	0
642	1	6	0	2	0	1	0	2	2	3	0
643	1	6	0	4	0	0	0	2	1	3	0
644	4	0	0	4	1	0	0	0	2	2	1
645	1	0	0	4	0	1	1	2	2	3	0
646	1	6	3	4	1	1	1	2	0	0	1
647	2	6	0	2	0	0	0	2	1	2	0
648	10	3	5	3	0	0	0	0	1	0	0
649	4	3	7	4	1	1	0	0	0	0	1
650	8	0	0	3	1	0	0	0	1	2	1
651	11	0	2	3	0	1	0	0	2	0	0
652	15	6	7	0	1	1	0	1	0	0	0
653	12	6	0	4	0	0	1	0	1	2	0
654	2	8	2	1	1	0	0	2	2	3	1
655	8	8	3	3	0	0	1	0	2	0	0
656	0	8	0	3	1	0	1	2	2	2	1
657	9	8	0	3	0	0	1	0	1	0	0
658	9	1	0	3	0	0	0	0	1	2	0
659	6	1	2	4	1	0	0	0	2	0	0
660	4	1	6	1	1	0	0	0	2	0	1
661	12	1	1	3	1	1	1	0	1	2	1
662	11	0	2	3	0	0	0	0	1	2	0
663	8	0	0	3	0	1	1	0	1	2	0
664	11	0	3	4	0	1	0	0	2	2	0
665	1	0	0	4	0	1	0	2	2	3	0
666	4	0	1	3	1	1	0	0	2	2	1
667	15	0	1	3	0	1	0	1	1	2	0
668	12	5	0	4	0	0	0	0	1	2	0
669	3	5	0	3	0	1	1	2	0	2	0
670	15	2	2	3	0	0	0	1	1	0	0
671	14	2	6	3	1	0	0	1	2	0	1
672	1	3	0	4	1	1	0	2	2	0	1
673	8	3	2	3	0	1	1	0	1	2	0
674	0	8	0	4	0	1	1	2	0	0	0
675	10	8	2	4	0	0	0	0	1	0	0
676	0	3	1	3	1	0	0	2	0	0	1
677	8	3	3	4	1	0	0	0	1	2	1
678	6	0	5	0	1	1	0	0	0	2	1
679	15	0	0	4	0	0	0	1	1	2	0
680	9	1	2	4	1	0	0	0	1	0	0
681	9	1	4	3	1	1	0	0	1	0	1
682	14	0	0	3	0	0	0	1	1	3	0
683	12	0	0	4	0	1	0	0	1	0	0
684	9	7	3	0	0	0	0	0	1	3	0
685	3	7	2	3	1	1	0	2	1	2	1
686	8	1	1	3	1	1	0	0	0	3	1
687	15	1	0	3	0	0	0	1	1	0	0
688	3	7	2	3	1	1	1	2	1	5	1
689	11	7	3	3	0	1	0	0	0	0	0
690	4	0	1	1	0	1	1	0	1	0	0
691	0	0	2	1	1	1	0	2	0	3	1
692	8	2	0	3	1	1	0	0	2	0	1
693	11	2	3	4	0	0	0	0	1	2	0
694	0	4	0	3	0	1	0	2	2	0	0
695	10	4	6	3	1	1	0	0	0	2	1
696	9	8	6	4	1	0	0	0	2	4	1
697	6	8	2	3	0	0	0	0	1	2	0
698	2	1	1	4	1	1	0	2	2	0	1
699	9	1	4	3	1	1	1	0	1	0	0
700	14	1	6	0	1	1	0	1	2	2	1
701	4	1	3	3	1	1	0	0	2	2	1
702	15	0	1	3	1	0	1	1	1	0	1
703	11	0	0	3	0	1	0	0	1	2	0
704	6	7	6	3	1	1	0	0	0	2	1
705	7	7	2	3	0	1	0	0	1	2	0
706	13	0	3	2	1	1	0	1	1	2	1
707	9	0	6	3	1	1	0	0	0	2	1
708	15	8	1	3	0	0	0	1	1	2	0
709	4	8	0	3	1	1	0	0	1	5	1
710	8	1	6	2	0	1	1	0	0	0	0
711	8	1	3	4	0	1	0	0	2	0	0
712	13	0	1	3	0	1	0	1	2	0	0
713	12	0	6	4	0	1	0	0	1	0	0
714	15	5	6	3	1	1	0	1	2	0	1
715	14	5	6	3	1	1	0	1	0	0	1
716	9	2	0	3	1	0	1	0	1	0	1
717	6	2	5	3	1	1	0	0	0	0	1
718	4	6	0	4	0	1	0	0	0	0	0
719	1	6	0	3	1	1	0	2	1	0	1
720	4	8	6	3	1	1	0	0	0	0	1
721	6	8	0	4	1	0	0	0	1	0	1
722	0	3	0	3	1	1	1	2	2	0	1
723	4	3	1	1	0	1	1	0	1	0	0
724	5	8	5	3	1	1	0	0	2	0	1
725	8	8	7	3	1	1	0	0	0	0	1
726	1	4	0	4	0	1	1	2	2	0	0
727	14	4	0	3	0	0	0	1	1	2	0
728	5	0	2	3	1	1	1	0	2	0	1
729	1	0	0	3	1	1	0	2	2	0	1
730	12	1	1	1	0	0	0	1	1	2	0
731	12	1	0	4	0	0	0	0	1	0	0
732	6	0	3	4	0	1	0	0	2	0	0
733	7	0	2	3	0	1	0	0	1	0	0
734	1	3	1	3	0	1	0	2	2	0	0
735	15	3	4	3	0	0	0	1	1	2	0
736	2	5	0	3	0	0	0	2	2	3	0
737	1	5	1	3	1	1	0	2	2	0	1
738	4	5	2	3	1	1	0	0	1	3	1
739	13	5	2	3	1	1	0	1	1	2	1
740	4	7	6	4	1	0	0	0	0	2	1
741	6	7	0	3	1	1	0	0	1	0	1
742	4	6	0	2	0	0	0	0	1	2	0
743	2	6	0	3	1	0	0	2	1	0	1
744	6	6	0	4	0	0	0	0	1	0	0
745	4	6	1	1	1	1	0	0	1	0	1
746	14	2	3	4	1	1	0	1	2	0	1
747	3	2	4	3	1	1	0	2	2	0	1
748	14	3	1	1	0	1	0	1	1	2	0
749	3	3	3	4	1	1	0	2	1	2	1
750	10	2	0	4	0	1	0	0	1	3	0
751	13	2	0	4	0	1	0	1	1	2	0
752	6	1	2	3	1	1	1	0	2	2	1
753	1	1	3	3	1	1	0	2	0	0	1
754	5	5	5	3	1	1	0	0	1	0	1
755	15	5	0	4	1	0	0	1	1	2	1
756	15	1	5	3	1	1	0	1	2	2	1
757	15	1	7	3	0	1	0	1	2	0	0
758	12	3	2	0	0	0	0	0	1	2	0
759	8	3	6	4	1	1	0	0	0	0	1
760	9	3	3	3	1	1	0	0	1	0	1
761	9	3	3	3	1	0	0	0	1	2	0
762	1	2	0	3	0	0	0	2	1	3	0
763	1	2	0	2	0	0	1	2	1	0	0
764	4	2	6	3	1	1	0	0	2	2	1
765	6	2	7	4	1	1	0	0	0	0	1
766	4	0	7	3	1	1	0	0	0	0	1
767	0	0	2	2	1	1	0	2	0	3	1
768	1	0	1	3	0	0	0	2	2	0	0
769	4	0	3	3	0	0	1	0	1	2	0
770	1	2	0	3	1	0	0	2	0	0	1
771	11	2	3	3	1	1	0	0	1	0	1
772	5	1	0	3	0	1	1	0	1	0	0
773	1	1	1	1	1	1	0	2	2	0	1
774	4	5	3	3	1	0	0	0	0	0	1
775	1	5	1	3	0	1	0	2	2	2	0
776	13	3	6	3	1	1	0	1	2	0	1
777	10	3	1	1	1	1	0	0	1	2	1
778	4	0	5	3	1	1	0	0	0	0	1
779	2	0	0	3	1	0	1	2	1	0	0
780	5	2	4	3	1	1	0	0	0	0	1
781	10	2	3	3	1	0	0	0	2	0	1
782	12	4	6	3	0	1	0	1	2	3	0
783	6	4	0	4	0	0	0	0	1	2	0
784	11	7	7	3	1	1	0	0	0	0	1
785	11	7	7	3	1	1	0	0	1	2	1
786	13	3	1	3	1	0	0	1	1	0	1
787	13	3	0	4	0	0	0	1	1	0	0
788	5	0	1	3	0	1	0	0	1	5	0
789	11	0	6	0	1	1	0	0	0	2	1
790	1	8	0	3	1	1	0	2	2	2	1
791	14	8	2	3	1	0	0	1	1	2	0
792	11	3	1	4	0	1	0	0	1	2	0
793	9	3	1	2	1	0	0	0	0	0	1
794	12	4	0	3	0	0	0	1	1	2	0
795	1	4	0	3	0	1	0	2	2	0	0
796	4	0	0	4	0	0	0	0	1	0	0
797	4	0	5	3	1	1	0	0	0	2	1
798	12	3	7	3	1	1	0	1	0	0	1
799	6	3	2	1	0	1	0	0	1	2	0
800	3	0	0	3	1	0	0	2	0	0	1
801	4	0	7	3	0	1	1	0	2	3	0
802	2	0	2	3	0	1	0	2	0	3	0
803	3	0	1	4	0	1	0	2	2	0	0
804	4	6	0	4	0	1	0	0	1	0	0
805	4	6	4	3	1	1	0	0	2	0	1
806	4	0	4	3	0	1	1	0	2	0	0
807	4	0	4	4	1	1	0	0	2	0	1
808	12	8	0	3	0	0	0	0	1	2	0
809	10	8	0	3	0	1	0	0	1	5	0
810	10	3	4	3	0	1	0	0	1	2	0
811	9	3	7	4	1	1	0	0	0	0	1
812	15	1	1	3	0	1	0	1	1	2	0
813	4	1	1	1	0	1	0	0	1	2	0
814	12	3	1	3	0	1	0	0	1	0	0
815	6	3	6	3	1	1	0	0	0	0	1
816	15	1	2	4	0	1	1	1	1	2	0
817	8	1	3	3	1	1	0	0	2	0	1
818	15	4	0	2	0	1	0	1	1	1	0
819	15	4	1	2	1	1	0	1	1	3	1
820	8	8	1	2	0	1	1	0	1	3	0
821	6	8	6	3	1	1	0	0	0	0	1
822	10	4	0	3	0	0	0	0	2	0	0
823	9	4	3	1	0	0	0	0	1	3	0
824	4	4	0	1	0	0	1	0	0	0	0
825	15	4	2	0	1	0	0	1	1	3	1
826	10	7	7	4	1	1	0	0	0	0	1
827	9	7	1	4	0	1	0	0	1	2	0
828	11	2	1	3	0	1	0	0	1	2	0
829	9	2	2	3	0	0	0	0	1	5	0
830	1	4	0	3	1	1	0	2	1	2	1
831	13	4	7	4	1	0	0	1	0	0	1
832	5	1	3	3	1	1	0	0	1	0	1
833	0	1	2	1	1	1	0	2	2	0	1
834	2	3	0	3	0	0	0	2	2	3	0
835	11	3	5	4	1	0	0	0	2	0	1
836	12	2	5	3	0	0	0	0	2	0	0
837	9	2	2	4	1	0	0	0	2	3	1
838	4	2	7	3	0	1	0	0	0	0	0
839	8	2	4	4	1	1	0	0	0	0	1
840	11	3	5	3	0	1	0	0	2	2	0
841	0	3	1	3	1	1	1	2	2	0	1
842	7	5	2	0	0	1	0	0	1	0	0
843	15	5	5	1	0	1	0	1	1	2	0
844	1	2	0	3	1	1	0	2	2	0	1
845	4	2	6	3	1	1	0	0	2	0	1
846	13	5	1	3	1	1	0	1	1	2	1
847	12	5	7	1	1	0	0	0	0	0	1
848	4	7	2	3	0	1	0	0	2	2	0
849	9	7	7	4	1	1	0	0	2	2	1
850	11	1	2	3	0	1	0	0	1	2	0
851	4	1	0	3	1	0	0	0	1	0	0
852	3	4	0	2	0	0	0	2	0	3	0
853	1	4	0	3	0	0	1	2	2	2	0
854	13	0	0	3	1	1	0	1	1	5	1
855	4	0	0	3	0	0	1	0	1	2	0
856	15	2	0	2	0	0	0	1	1	3	0
857	12	2	5	3	0	1	0	0	1	0	0
858	5	6	1	3	1	1	0	0	1	0	1
859	3	6	6	3	1	1	0	2	2	2	1
860	9	4	3	3	0	1	0	0	1	0	0
861	6	4	0	3	0	0	1	0	1	2	0
862	6	4	5	4	1	1	0	0	2	0	1
863	0	4	0	3	1	1	0	2	0	5	1
864	8	3	0	4	0	0	0	0	1	3	0
865	15	3	6	3	1	1	0	1	2	0	1
866	5	1	1	4	0	1	0	0	1	2	0
867	8	1	3	4	1	1	0	0	2	0	1
868	11	3	6	0	1	1	0	0	2	0	1
869	6	3	1	3	0	0	0	0	1	2	0
870	8	8	3	4	1	1	0	0	2	2	1
871	7	8	6	3	1	1	0	0	1	0	1
872	11	7	0	4	0	1	0	0	1	0	0
873	5	7	1	3	0	0	0	0	1	2	0
874	4	3	1	3	0	1	1	0	2	0	0
875	4	3	0	3	0	0	0	0	1	0	0
876	1	1	2	1	1	1	1	2	0	0	1
877	9	1	4	4	0	1	0	0	2	0	0
878	1	0	0	3	1	1	0	2	1	0	1
879	9	0	0	3	1	0	0	0	1	2	1
880	7	1	3	1	0	1	0	0	1	0	0
881	4	1	3	3	1	1	0	0	0	0	0
882	13	4	6	4	0	1	0	1	0	0	0
883	11	4	0	3	0	0	0	0	1	2	0
884	12	0	7	3	0	1	1	0	2	0	0
885	2	0	1	4	0	1	0	2	2	0	0
886	8	7	6	3	0	1	1	0	2	0	0
887	1	7	0	3	1	1	0	2	1	5	1
888	3	2	0	3	0	0	1	2	2	0	0
889	11	2	3	3	1	0	0	0	1	5	1
890	14	6	1	3	1	1	0	1	1	2	1
891	15	6	3	3	0	1	1	1	1	2	0
892	5	7	0	4	0	1	0	0	1	0	0
893	11	7	1	3	0	1	0	0	1	2	0
894	10	3	7	3	1	1	0	0	0	0	1
895	3	3	1	4	0	1	0	2	2	0	0
896	5	1	0	3	0	0	0	0	1	0	0
897	13	1	0	3	0	0	0	1	1	2	0
898	10	0	0	3	1	1	0	0	1	2	1
899	6	0	1	3	0	0	0	0	1	2	0
900	8	3	6	4	1	1	0	0	0	3	1
901	8	3	3	4	1	1	0	0	1	0	1
902	8	8	6	4	1	1	0	0	0	0	1
903	4	8	0	4	0	1	1	0	2	2	0
904	1	7	1	3	0	0	0	2	2	2	0
905	2	7	0	3	1	1	1	2	2	0	0
906	0	3	1	3	1	1	0	2	0	2	1
907	1	3	1	3	1	1	0	2	0	0	1
908	11	0	3	4	0	0	0	0	1	2	0
909	14	0	1	3	0	0	0	1	1	2	0
910	12	1	0	3	0	1	0	0	1	0	0
911	4	1	6	3	1	1	0	0	0	2	1
912	4	0	0	3	1	0	0	0	2	3	1
913	5	0	1	3	0	0	0	0	2	0	0
914	4	6	1	3	0	1	1	0	2	0	0
915	11	6	0	3	1	1	1	0	1	2	1
916	0	0	0	3	1	1	0	2	2	5	1
917	6	0	1	4	0	1	0	0	1	4	0
918	2	6	0	3	0	0	0	2	1	0	0
919	5	6	1	3	1	0	0	0	2	2	1
920	13	0	0	3	0	1	0	1	1	3	0
921	5	0	0	4	1	0	0	0	1	2	1
922	5	8	0	3	1	0	1	0	0	0	1
923	12	8	6	4	1	1	1	0	0	0	1
924	11	8	2	3	0	1	0	0	1	0	0
925	10	8	3	4	1	0	0	0	1	2	1
926	11	5	3	3	0	1	0	0	1	0	0
927	2	5	0	2	1	1	0	2	2	2	1
928	11	4	3	4	0	1	0	0	1	0	0
929	8	4	4	3	0	1	1	0	2	0	0
930	12	0	0	3	0	1	1	0	1	5	0
931	9	0	5	3	0	1	0	0	1	0	0
932	11	3	0	3	0	0	1	0	1	2	0
933	13	3	5	3	1	1	0	1	2	0	1
934	8	2	0	3	1	0	1	0	1	3	1
935	4	2	3	4	1	1	0	0	0	0	1
936	9	5	3	3	0	1	0	0	2	5	0
937	11	5	5	2	1	0	0	0	1	0	0
938	10	5	0	3	0	0	0	0	1	5	0
939	4	5	1	4	0	1	0	0	0	2	0
940	6	4	0	3	0	0	0	0	1	0	0
941	1	4	0	3	0	1	0	2	1	0	0
942	7	6	1	0	0	1	1	0	1	2	0
943	0	6	2	4	1	1	0	2	2	0	1
944	15	1	5	0	0	1	0	1	1	2	0
945	9	1	0	3	0	0	0	0	1	2	0
946	7	0	3	3	1	1	0	0	1	0	1
947	9	0	0	3	0	1	0	0	0	0	0
948	15	2	6	4	1	1	0	1	0	0	1
949	4	2	0	3	0	0	0	0	1	0	0
950	12	1	1	0	0	1	1	0	1	0	0
951	4	1	2	3	1	1	0	0	2	0	1
952	8	4	2	3	0	1	0	0	1	0	0
953	4	4	5	3	1	1	0	0	0	0	1
954	15	0	0	3	1	1	1	1	1	5	1
955	1	0	1	3	0	1	0	2	2	2	0
956	10	1	2	1	0	0	0	0	1	2	0
957	1	1	0	1	1	1	0	2	1	0	1
958	12	3	1	2	1	1	1	0	1	2	1
959	8	3	6	3	1	1	0	0	2	0	1
960	8	7	6	3	1	0	0	0	0	0	1
961	4	7	7	4	1	0	0	0	0	0	1
962	7	3	7	3	1	1	0	0	0	0	1
963	1	3	0	3	1	1	1	2	1	0	1
964	1	7	1	3	0	1	0	2	2	0	0
965	11	7	0	3	0	0	1	0	1	2	0
966	4	4	0	3	0	0	0	0	1	2	0
967	3	4	0	3	0	0	0	2	1	0	0
968	6	4	7	4	1	1	0	0	0	0	1
969	3	4	4	4	0	1	0	2	2	0	0
970	11	6	2	4	1	1	0	0	1	2	1
971	1	6	3	0	1	1	0	2	2	0	1
972	10	0	2	4	0	1	0	0	0	0	0
973	12	0	6	3	0	0	1	0	0	0	0
974	10	6	1	3	1	1	0	0	1	3	1
975	1	6	0	2	0	0	0	2	1	2	0
976	10	7	0	3	1	0	0	0	2	2	1
977	4	7	3	3	1	1	0	0	0	0	1
978	10	4	6	3	0	0	0	0	0	0	0
979	8	4	0	3	0	0	1	0	1	5	0
980	2	6	0	3	0	1	0	2	2	0	0
981	8	6	6	3	1	1	0	0	0	0	1
982	14	3	6	3	1	0	0	1	1	0	1
983	11	3	1	3	1	1	0	0	1	2	1
984	4	1	3	4	1	1	0	0	1	0	1
985	1	1	0	3	0	0	0	2	2	0	0
986	0	0	1	4	1	1	0	2	1	0	1
987	1	0	1	3	0	1	0	2	1	2	0
988	4	0	2	4	1	0	0	0	1	0	1
989	5	0	1	0	0	0	0	0	1	3	0
990	12	8	0	2	0	1	1	0	1	2	0
991	1	8	1	1	0	1	0	2	1	0	0
992	1	2	0	3	1	1	0	2	1	0	1
993	2	2	0	3	0	0	0	2	2	0	0
994	11	8	2	1	1	1	1	0	2	0	1
995	14	8	2	3	0	0	0	1	1	0	0
996	12	3	0	3	0	0	1	0	1	2	0
997	1	3	0	4	0	0	0	2	1	3	0
998	7	4	0	3	1	0	1	0	2	0	1
999	7	4	5	3	0	1	0	0	0	3	0
1000	3	3	1	3	1	0	0	2	2	0	1
1001	13	3	1	1	0	1	0	1	1	2	0
1002	13	5	4	3	1	1	0	1	2	2	1
1003	15	5	7	3	1	1	0	1	0	0	1
1004	15	6	1	3	0	1	0	1	1	2	0
1005	15	6	1	3	0	0	0	1	1	2	0
1006	9	8	2	3	1	1	0	0	1	3	1
1007	15	8	7	3	1	1	0	1	2	0	1
1008	13	4	7	3	0	0	0	1	0	0	0
1009	9	4	7	3	1	1	0	0	2	0	1
1010	15	0	2	3	0	1	0	1	1	2	0
1011	12	0	1	1	0	1	0	0	1	0	0
1012	10	7	3	3	1	0	0	0	1	0	1
1013	8	7	6	3	1	1	0	0	2	2	1
1014	1	0	0	3	0	1	1	2	2	2	0
1015	1	0	3	0	1	1	0	2	2	2	1
1016	8	4	6	2	1	1	0	0	2	0	1
1017	3	4	3	0	1	1	0	2	2	5	0
1018	8	0	5	3	0	0	0	0	1	2	0
1019	11	0	2	4	0	1	0	0	1	2	0
1020	6	1	4	3	0	0	1	0	0	0	0
1021	6	1	3	1	0	1	1	0	2	0	0
1022	1	8	0	3	1	1	0	2	1	0	1
1023	2	8	0	3	1	0	0	2	0	5	1
1024	14	4	3	3	0	1	0	1	1	3	0
1025	4	4	2	3	1	1	0	0	0	0	1
1026	10	0	3	4	0	1	0	0	1	0	0
1027	7	0	6	3	0	1	0	0	0	0	0
1028	12	3	3	3	1	0	0	1	1	2	1
1029	14	3	0	3	0	1	0	1	1	2	0
1030	2	8	0	4	0	1	0	2	1	0	0
1031	11	8	0	4	0	1	0	0	1	2	0
1032	4	3	3	3	0	1	0	0	0	0	0
1033	2	3	0	3	0	1	0	2	1	0	0
1034	11	0	0	4	1	0	0	0	1	2	0
1035	15	0	7	1	0	1	0	1	1	2	0
1036	9	7	0	4	1	0	0	0	1	2	1
1037	14	7	0	4	0	0	1	1	1	3	0
1038	12	1	5	3	0	1	0	1	1	2	0
1039	15	1	0	3	0	0	1	1	1	2	0
1040	4	6	1	4	0	1	0	0	0	0	0
1041	4	6	6	3	1	1	0	0	0	0	1
1042	13	3	4	3	0	1	0	1	2	0	0
1043	2	3	5	1	0	0	1	2	2	0	0
1044	8	2	2	3	1	0	0	0	2	2	1
1045	10	2	3	4	1	1	0	0	0	2	1
1046	5	4	2	3	1	1	0	0	1	0	1
1047	6	4	2	3	1	0	0	0	1	0	0
1048	2	2	1	3	0	1	1	2	0	0	0
1049	12	2	0	1	0	1	0	1	1	2	0
1050	13	3	6	3	0	1	0	1	1	2	0
1051	2	3	0	3	0	1	0	2	2	0	0
1052	12	2	1	3	0	1	1	0	1	0	0
1053	14	2	0	3	0	0	1	1	1	2	0
1054	3	1	1	3	1	1	0	2	1	0	1
1055	15	1	7	1	0	0	0	1	0	0	0
1056	2	8	0	3	1	1	0	2	1	2	1
1057	11	8	3	3	1	1	0	0	2	2	1
1058	12	4	0	4	0	1	1	0	1	0	0
1059	9	4	0	3	1	1	0	0	1	5	1
1060	5	4	5	4	1	1	0	0	2	0	1
1061	13	4	0	3	1	0	0	1	1	0	0
1062	8	2	0	3	0	1	0	0	2	0	0
1063	10	2	0	4	0	1	0	0	1	2	0
1064	12	2	1	1	0	0	1	1	1	2	0
1065	1	2	1	1	0	1	0	2	1	2	0
1066	4	2	3	3	1	1	0	0	2	0	1
1067	4	2	0	3	0	1	0	0	1	0	0
1068	2	1	0	4	0	1	0	2	1	3	0
1069	14	1	3	3	0	0	0	1	1	2	0
1070	10	8	7	3	1	0	0	0	0	0	1
1071	4	8	0	4	1	0	0	0	2	0	0
1072	13	0	0	3	0	0	1	1	2	0	0
1073	3	0	1	3	0	0	0	2	2	0	0
1074	1	8	1	4	1	1	0	2	0	0	1
1075	9	8	7	0	0	1	0	0	0	2	0
1076	2	1	3	4	1	1	0	2	2	3	1
1077	12	1	7	3	1	1	0	1	1	0	1
1078	7	4	6	4	0	1	0	0	2	0	0
1079	12	4	0	3	0	0	0	0	1	0	0
1080	13	0	3	3	0	1	0	1	1	2	0
1081	8	0	4	3	1	1	0	0	2	2	1
1082	6	1	6	3	1	1	1	0	1	2	1
1083	11	1	7	3	1	1	0	0	2	2	1
1084	11	0	1	3	0	0	0	0	1	3	0
1085	13	0	7	0	0	1	0	1	2	0	0
1086	13	3	0	4	1	0	0	1	1	2	1
1087	6	3	6	3	1	0	0	0	2	0	1
1088	3	5	7	0	1	1	0	2	0	0	1
1089	2	5	3	3	1	0	0	2	0	2	1
1090	9	6	3	3	0	0	1	0	1	0	0
1091	6	6	5	3	1	0	0	0	0	0	1
1092	6	7	6	4	0	1	0	0	1	0	0
1093	13	7	1	3	0	1	0	1	1	5	0
1094	11	0	1	1	0	1	0	0	2	0	0
1095	8	0	0	3	0	1	0	0	1	2	0
1096	12	0	3	1	1	1	0	1	1	2	1
1097	2	0	4	3	1	1	0	2	0	0	1
1098	1	0	1	4	1	1	0	2	0	0	1
1099	6	0	1	3	0	0	0	0	1	0	0
1100	13	0	3	4	0	1	0	1	1	2	0
1101	4	0	4	3	1	1	0	0	0	0	1
1102	7	0	1	1	0	0	0	0	1	3	0
1103	1	0	0	4	1	1	0	2	1	0	0
1104	3	3	0	3	1	1	0	2	2	0	1
1105	13	3	3	3	0	1	0	1	2	0	0
1106	0	4	3	3	1	1	0	2	0	0	1
1107	15	4	7	4	1	1	0	1	0	0	1
1108	2	2	1	3	1	1	0	2	1	0	1
1109	3	2	3	3	1	0	1	2	2	2	1
1110	2	1	3	3	1	1	0	2	0	0	1
1111	2	1	2	4	1	1	0	2	1	0	1
1112	0	1	0	3	1	1	0	2	2	2	1
1113	14	1	0	3	1	0	1	1	1	2	1
1114	7	0	6	0	1	0	0	0	0	0	1
1115	3	0	2	3	1	0	0	2	2	0	1
1116	10	5	1	1	1	0	0	0	0	3	1
1117	7	5	4	3	0	0	0	0	1	0	0
1118	15	0	6	2	1	0	0	1	1	0	1
1119	7	0	2	3	1	1	0	0	2	0	1
1120	6	4	6	3	1	1	0	0	2	0	1
1121	6	4	2	0	0	1	1	0	1	2	0
1122	9	5	0	3	1	1	0	0	1	3	1
1123	1	5	5	1	1	1	0	2	0	0	1
1124	5	2	6	3	1	1	0	0	0	0	1
1125	14	2	1	3	0	0	0	1	1	0	0
1126	4	0	2	4	0	0	0	0	2	2	0
1127	0	0	3	3	1	1	0	2	0	0	1
1128	0	2	0	3	1	0	0	2	1	3	1
1129	1	2	0	3	0	1	0	2	2	0	0
1130	13	4	1	3	0	1	0	1	1	0	0
1131	1	4	0	3	1	1	1	2	0	0	1
1132	15	0	0	3	0	0	1	1	1	0	0
1133	4	0	1	3	1	1	0	0	1	2	1
1134	9	0	5	3	1	1	0	0	2	0	1
1135	4	0	3	3	1	1	0	0	2	0	1
1136	3	7	5	4	1	1	0	2	0	0	1
1137	4	7	4	3	1	1	0	0	0	2	1
1138	10	1	4	3	1	1	0	0	1	2	1
1139	3	1	1	4	1	1	0	2	2	0	0
1140	7	6	6	3	1	1	0	0	0	0	1
1141	12	6	0	3	0	0	1	0	1	2	0
1142	4	8	3	3	1	1	0	0	0	0	1
1143	15	8	1	1	0	1	0	1	1	2	0
1144	11	0	0	2	0	0	0	0	1	0	0
1145	7	0	4	3	1	1	0	0	1	0	1
1146	11	1	4	1	1	1	0	0	1	2	1
1147	4	1	0	3	0	1	1	0	1	0	0
1148	2	8	2	3	1	1	0	2	2	3	1
1149	3	8	0	3	0	1	0	2	1	2	0
1150	6	0	2	3	1	1	0	0	1	0	1
1151	12	0	1	3	0	1	0	0	1	0	0
