record_id	age	workclass	fnlwgt	education	marital_status	occupation	relationship	race	sex	capital_gain	hours_per_week	native_country	label
5678	0	2	15	11	4	6	1	4	0	0	2	38	0
5679	3	2	10	11	4	6	1	4	1	0	4	38	0
5680	10	2	6	7	2	9	0	4	1	0	4	38	1
5681	9	2	1	15	2	0	0	2	1	0	6	38	1
5682	11	5	4	12	0	3	1	4	1	0	5	38	0
5683	12	3	0	9	0	9	4	4	1	1	5	38	0
5684	15	2	8	11	2	2	0	4	1	0	1	38	0
5685	15	4	3	1	2	3	0	4	1	0	1	38	0
5686	6	2	1	12	2	9	0	4	1	0	5	38	1
5687	3	2	10	14	4	9	1	4	1	0	6	38	0
5688	6	2	3	15	2	3	0	4	1	0	4	38	1
5689	2	5	6	12	4	0	1	2	0	0	4	38	0
5690	10	3	5	7	2	3	0	4	1	0	6	38	0
5691	15	2	3	5	2	5	0	4	1	0	4	38	0
5692	0	2	2	0	4	7	3	4	1	0	0	38	0
5693	10	2	10	9	3	0	1	4	0	0	4	4	0
5694	2	2	12	9	4	11	1	4	1	0	6	22	0
5695	1	2	0	11	2	2	0	4	1	1	3	38	0
5696	10	2	12	14	2	3	0	4	1	1	4	38	1
5697	6	2	14	9	2	11	0	4	1	0	6	38	1
5698	13	5	7	10	2	9	0	4	1	0	4	38	1
5699	7	2	3	0	2	2	0	4	1	0	4	38	0
5700	9	2	7	11	0	0	4	2	0	0	4	38	0
5701	15	4	15	5	2	4	0	4	1	0	2	38	0
5702	15	2	3	15	6	9	1	4	0	0	0	38	0
5703	15	2	5	0	2	5	0	2	1	0	4	38	0
5704	14	4	7	9	2	9	0	4	1	1	4	38	1
5705	6	2	13	6	2	6	0	4	1	0	6	38	0
5706	2	2	7	11	4	12	3	4	0	0	4	38	0
5707	9	2	2	11	2	2	5	4	0	0	5	38	0
5708	8	4	8	11	2	2	0	4	1	0	7	38	0
5709	8	2	5	11	0	13	1	4	1	0	4	38	0
5710	5	2	6	11	4	7	1	4	0	0	4	20	0
5711	4	2	10	6	4	6	4	3	1	0	4	25	0
5712	1	2	13	15	4	11	1	4	1	0	3	38	0
5713	3	2	12	7	4	11	3	4	1	0	2	38	0
5714	12	2	4	10	2	9	0	3	1	0	6	38	1
5715	6	2	8	9	4	9	3	4	0	0	4	38	0
5716	0	2	14	1	4	7	3	4	0	0	1	38	0
5717	5	2	1	8	2	9	0	4	1	0	4	38	0
5718	13	2	6	15	0	0	4	4	0	0	4	38	0
5719	3	2	10	9	4	9	3	4	0	0	4	38	0
5720	11	4	12	15	2	3	0	0	1	0	4	38	0
5721	9	2	1	12	4	3	1	4	1	0	4	38	0
5722	12	4	3	1	2	4	0	4	1	0	6	38	1
5723	8	1	8	9	2	7	0	4	1	0	4	38	1
5724	8	2	5	8	0	11	1	4	1	0	5	38	1
5725	10	2	4	11	0	7	4	4	0	0	2	38	0
5726	3	2	8	9	4	11	3	4	0	0	4	38	0
5727	9	0	3	11	0	0	4	4	0	0	4	38	0
5728	9	2	15	11	0	0	1	4	1	0	4	38	0
5729	12	2	3	15	0	0	1	4	0	0	3	38	0
5730	8	2	6	9	0	2	1	4	1	0	3	38	0
5731	1	2	10	15	4	0	3	4	0	0	3	38	0
5732	8	2	6	15	0	0	4	3	0	0	4	38	0
5733	0	0	0	2	4	7	3	4	0	0	2	38	0
5734	6	2	9	11	4	13	1	4	1	0	7	38	0
5735	14	2	6	9	2	0	0	4	1	0	4	38	1
5736	12	2	0	11	4	0	4	4	0	0	4	38	0
5737	6	2	7	15	4	11	2	2	0	0	3	38	0
5738	9	3	3	14	2	3	5	4	0	0	6	38	1
5739	9	2	5	8	5	2	1	4	1	0	2	38	0
5740	5	2	7	14	4	9	1	4	0	0	5	38	0
5741	5	2	1	11	4	0	4	4	1	0	4	38	0
5742	14	4	9	11	2	4	0	4	1	0	7	38	0
5743	6	2	15	9	0	3	1	4	0	0	4	38	0
5744	1	2	1	11	4	11	3	1	0	0	1	29	0
5745	4	2	7	11	4	3	3	4	0	0	4	38	0
5746	14	1	3	11	2	2	0	4	1	1	4	38	1
5747	6	1	6	9	4	9	1	4	1	0	3	38	0
5748	3	3	3	9	4	3	1	4	1	0	6	38	0
5749	7	2	11	11	2	2	0	4	1	0	4	38	1
5750	12	4	15	11	2	2	0	4	1	1	6	38	1
5751	4	2	7	11	2	6	3	4	1	0	4	38	0
5752	2	2	4	9	4	3	3	4	0	0	4	38	0
5753	2	2	14	8	4	7	3	4	1	0	1	38	0
5754	1	2	15	15	4	0	3	4	0	0	3	38	0
5755	7	2	1	8	0	11	1	4	1	0	4	38	0
5756	13	5	11	10	2	9	0	4	1	0	6	38	1
5757	14	1	14	11	0	10	1	4	0	0	4	38	0
5758	9	3	14	9	2	11	0	4	1	0	7	38	1
5759	10	4	2	8	2	3	0	4	1	0	6	38	0
5760	6	2	12	7	0	0	4	4	0	0	4	38	0
5761	9	2	9	7	2	3	0	4	1	0	6	38	1
5762	9	5	15	11	0	7	1	2	0	0	5	38	0
5763	6	2	14	15	2	0	0	4	1	0	4	38	0
5764	12	2	5	15	5	0	4	4	0	0	0	10	0
5765	2	2	0	15	2	13	0	4	1	0	1	38	0
5766	3	2	12	15	4	0	1	4	0	0	4	38	0
5767	7	2	9	11	0	9	4	4	0	0	4	38	0
5768	14	2	7	8	6	9	1	4	0	0	4	38	0
5769	1	2	2	8	4	2	1	4	1	0	4	38	0
5770	15	2	4	15	6	0	1	4	0	0	4	38	0
5771	7	2	8	11	2	2	0	4	1	0	4	38	0
5772	9	5	15	9	2	9	0	4	1	0	7	38	1
5773	8	3	4	9	2	2	0	4	1	0	7	38	0
5774	2	2	4	11	4	2	2	4	1	0	4	38	0
5775	7	2	13	7	0	2	4	4	1	0	5	38	1
5776	8	2	9	15	5	7	4	4	0	0	4	38	0
5777	3	2	9	9	4	11	1	4	0	0	4	38	0
5778	10	2	14	11	2	6	0	2	1	1	4	38	1
5779	1	2	7	11	4	5	3	4	1	0	4	38	0
5780	5	2	1	11	4	5	1	4	1	0	4	38	0
5781	13	2	1	0	2	2	0	4	1	0	4	38	1
5782	4	4	5	8	4	0	1	4	0	0	4	38	0
5783	9	2	5	9	2	3	0	4	1	1	6	38	1
5784	10	1	8	12	2	9	0	4	1	0	4	38	1
5785	13	2	2	9	0	9	4	4	0	0	6	8	0
5786	11	2	14	15	2	10	0	2	1	0	4	38	1
5787	6	2	1	11	2	11	0	4	1	0	6	38	1
5788	10	4	9	12	2	11	0	4	1	0	7	38	0
5789	2	1	14	9	2	9	5	2	0	0	4	38	0
5790	12	2	6	7	2	11	5	4	0	1	4	38	0
5791	15	2	13	9	2	3	0	4	1	0	1	4	0
5792	11	2	8	8	2	2	0	4	1	0	6	38	0
5793	1	5	11	7	4	7	3	4	1	0	1	38	0
5794	2	2	3	12	4	9	1	4	0	0	5	38	0
5795	12	4	7	11	2	3	0	4	1	1	6	38	1
5796	9	0	14	11	2	12	0	4	1	0	4	38	1
5797	2	5	14	15	4	0	3	4	0	0	1	38	0
5798	15	3	2	1	2	13	0	4	1	0	4	38	1
5799	5	2	14	15	5	11	4	4	0	0	4	25	0
5800	8	2	7	12	0	3	4	4	1	0	7	38	1
5801	0	2	15	15	4	0	3	4	1	0	4	38	0
5802	12	2	0	0	0	3	1	0	0	0	5	38	0
5803	14	2	3	5	2	7	5	4	0	0	7	38	0
5804	6	4	7	9	2	9	0	4	1	0	6	38	1
5805	1	2	11	11	4	2	2	2	1	0	4	38	0
5806	4	2	11	15	2	7	0	4	1	0	3	38	0
5807	14	4	1	11	2	3	0	4	1	0	0	38	0
5808	3	2	12	11	2	11	0	4	1	0	7	38	0
5809	15	2	4	6	4	6	4	2	0	0	4	38	0
5810	0	2	3	11	4	11	3	4	0	0	4	38	0
5811	4	2	13	7	4	0	3	4	0	0	4	38	0
5812	14	1	2	0	2	0	0	4	1	0	4	38	0
5813	9	2	7	11	2	2	0	4	1	0	4	38	0
5814	15	5	6	15	2	4	0	4	1	0	0	38	0
5815	1	2	14	15	4	2	1	4	1	0	4	38	0
5816	14	2	4	11	2	11	5	4	0	0	4	11	0
5817	12	2	4	6	2	6	0	4	1	0	4	38	0
5818	4	2	12	1	4	7	4	2	0	0	4	38	0
5819	1	2	4	15	4	0	3	4	0	0	0	38	0
5820	2	2	2	11	4	7	3	4	1	0	3	38	0
5821	15	2	15	3	6	5	1	4	0	0	4	38	0
5822	14	4	1	11	2	2	0	4	1	0	6	38	1
5823	14	2	13	9	2	0	0	4	1	0	5	38	1
5824	12	2	6	12	2	11	0	4	1	0	4	38	1
5825	11	4	0	9	4	3	1	4	0	0	4	38	0
5826	9	2	1	11	4	0	4	2	0	0	3	38	0
5827	4	2	9	11	2	0	5	2	0	0	4	38	0
5828	11	2	2	9	0	9	1	4	1	0	5	38	1
5829	10	5	9	12	2	3	0	4	1	0	4	38	1
5830	5	2	4	11	3	11	4	4	1	0	4	38	0
5831	3	2	12	11	4	7	4	2	0	0	4	38	0
5832	14	2	11	15	2	11	0	4	1	0	5	38	1
5833	11	1	11	9	0	9	4	4	0	1	6	38	1
5834	12	2	11	7	2	9	0	4	1	0	5	38	1
5835	7	2	8	10	2	3	0	4	1	0	5	38	1
5836	10	2	14	11	2	11	0	4	1	0	4	38	0
5837	7	2	2	4	2	6	0	4	1	1	4	25	1
5838	13	4	6	11	2	4	0	4	1	0	7	38	1
5839	13	2	6	7	2	3	0	4	1	0	4	38	0
5840	6	2	15	15	4	2	3	4	1	0	4	38	0
5841	1	2	13	11	4	7	3	4	0	0	4	25	0
5842	3	2	4	9	4	11	2	4	1	0	4	38	0
5843	10	2	9	11	2	0	5	4	0	0	6	38	0
5844	8	2	2	9	2	9	5	4	0	0	4	38	1
5845	2	2	0	11	2	5	0	4	1	0	4	38	0
5846	15	4	12	11	6	7	2	4	0	0	4	38	0
5847	15	2	2	8	2	2	0	1	1	0	4	38	1
5848	12	2	6	11	0	0	1	4	0	0	4	38	0
5849	15	4	13	9	2	3	0	4	1	0	0	38	1
5850	12	4	6	15	2	2	0	4	1	0	7	30	0
5851	5	2	13	15	4	7	4	2	0	0	4	38	0
5852	3	1	15	12	4	9	1	4	0	0	4	38	0
5853	4	2	11	15	2	0	5	4	0	0	7	38	0
5854	1	2	2	6	2	6	0	4	1	0	4	38	0
5855	5	0	7	8	4	3	1	4	0	0	4	38	0
5856	10	2	13	6	2	13	0	4	1	0	4	38	0
5857	5	2	6	11	2	9	0	4	1	0	6	38	1
5858	6	2	2	2	2	10	0	4	1	0	4	38	0
5859	3	4	12	11	4	4	1	4	1	0	6	38	0
5860	9	1	11	12	4	9	4	4	0	0	4	38	0
5861	6	2	6	11	2	6	0	4	1	0	4	38	1
5862	11	2	4	12	2	3	0	1	1	0	6	23	1
5863	15	5	6	14	2	3	0	2	1	1	6	38	1
5864	15	2	15	1	0	7	1	2	0	0	3	38	0
5865	10	2	11	4	4	6	4	4	0	0	4	25	0
5866	6	2	11	15	4	3	2	4	0	0	6	38	0
5867	0	2	3	11	4	0	3	4	0	0	2	38	0
5868	3	1	5	9	4	0	3	1	0	0	6	38	0
5869	14	4	5	0	2	11	0	4	1	1	6	38	1
5870	14	2	9	15	2	0	0	4	1	0	3	38	0
5871	7	2	3	11	2	13	0	4	1	0	4	38	0
5872	9	2	13	6	4	2	2	2	1	0	5	38	0
5873	8	2	4	9	4	2	1	4	1	0	4	38	0
5874	1	2	4	8	4	8	1	4	0	0	2	38	0
5875	5	2	13	11	2	2	0	4	1	0	6	38	0
5876	9	2	4	11	4	5	3	4	1	0	4	20	0
5877	2	2	7	9	4	11	1	4	0	0	6	38	0
5878	1	2	4	11	4	2	3	4	1	0	4	38	0
5879	9	2	0	11	2	2	0	4	1	0	7	38	1
5880	12	2	1	11	2	2	0	4	1	0	4	38	0
5881	0	2	11	11	4	11	3	4	1	0	6	38	0
5882	3	2	10	0	4	2	1	4	1	0	2	38	0
5883	12	2	7	1	0	7	4	4	0	0	4	38	0
5884	12	2	9	11	2	3	0	4	1	1	6	38	1
5885	11	2	14	11	2	6	0	4	1	0	4	38	0
5886	10	2	5	11	4	11	3	4	0	0	4	38	0
5887	3	2	6	15	2	2	0	4	1	0	4	32	0
5888	7	2	5	11	4	11	1	4	1	0	5	38	0
5889	4	2	15	11	2	2	3	4	1	0	4	38	0
5890	12	2	6	0	2	2	0	4	1	0	4	38	1
5891	15	2	7	11	6	7	1	4	0	0	4	38	0
5892	9	2	1	9	4	5	1	4	1	0	4	38	0
5893	14	2	10	9	0	3	1	4	0	0	5	38	1
5894	8	2	4	11	0	6	2	4	0	0	4	38	0
5895	2	2	3	15	4	0	2	2	1	0	1	38	0
5896	11	2	10	11	0	2	1	4	1	0	2	38	0
5897	5	2	3	11	2	2	0	4	1	0	4	38	1
5898	15	1	12	1	2	13	0	4	1	0	3	38	0
5899	7	2	2	11	5	13	1	4	1	0	6	38	0
5900	3	2	0	11	2	6	0	4	1	0	5	38	0
5901	9	5	15	9	4	10	1	2	1	0	4	32	0
5902	6	2	15	15	2	3	0	4	1	0	6	38	1
5903	9	2	5	9	2	9	0	4	1	0	5	38	1
5904	5	2	4	8	5	9	4	4	0	0	4	38	0
5905	10	2	2	11	4	6	1	1	0	0	5	24	0
5906	8	2	9	11	2	2	0	4	1	0	6	38	0
5907	11	4	10	0	2	2	0	4	1	0	7	38	0
5908	13	2	5	11	2	3	0	1	1	1	4	23	1
5909	12	3	14	12	2	3	0	4	1	1	6	38	1
5910	15	2	11	4	6	7	1	2	0	0	0	38	0
5911	12	1	4	12	4	9	4	4	0	0	4	38	0
5912	14	2	10	15	2	2	0	4	1	0	4	38	1
5913	12	2	14	14	2	9	0	1	1	1	6	35	1
5914	2	2	15	5	4	2	1	4	1	0	4	25	0
5915	11	2	11	9	2	11	0	4	1	0	6	18	1
5916	1	5	4	15	4	9	3	4	0	0	0	38	0
5917	6	1	6	12	4	9	1	4	0	0	6	38	0
5918	10	1	2	15	2	10	0	4	1	0	4	38	1
5919	7	2	7	11	2	6	0	4	1	0	4	38	1
5920	7	2	6	9	4	3	1	4	0	0	6	38	1
5921	9	3	8	11	2	3	0	4	1	0	4	38	1
5922	2	2	13	11	4	11	1	4	1	0	5	38	0
5923	12	1	9	12	0	10	1	2	1	0	6	38	1
5924	6	3	7	15	2	3	0	4	1	0	7	38	1
5925	0	2	13	11	4	11	3	4	1	0	0	38	0
5926	7	4	15	15	2	2	0	4	1	0	4	38	1
5927	5	2	7	12	4	9	1	4	1	0	2	38	0
5928	2	2	6	11	0	3	1	4	0	0	5	38	1
5929	6	2	1	11	2	6	0	4	1	0	4	38	0
5930	15	2	2	7	3	0	2	4	0	0	3	38	0
5931	7	2	15	15	4	3	1	4	1	1	7	38	1
5932	14	5	13	15	0	2	1	4	0	0	4	38	0
5933	9	2	1	13	4	7	1	4	0	0	1	38	0
5934	12	2	15	2	4	0	2	2	0	0	4	38	0
5935	12	3	9	15	0	2	1	4	1	0	6	38	0
5936	8	2	12	8	2	9	0	4	1	0	5	38	1
5937	7	5	14	10	2	9	5	4	0	0	3	38	1
5938	7	4	15	6	2	2	0	4	1	0	4	38	0
5939	3	2	4	12	4	11	3	4	1	0	4	38	0
5940	7	1	11	15	0	10	4	4	1	0	6	38	0
5941	15	2	5	11	6	7	1	4	0	0	1	38	0
5942	2	2	15	15	4	0	3	4	1	0	1	38	0
5943	11	1	14	7	2	10	0	4	1	0	5	38	1
5944	11	2	3	15	2	2	0	4	1	1	4	38	1
5945	1	2	9	7	4	0	1	4	0	0	0	38	0
5946	1	2	3	11	4	6	4	4	0	0	5	38	0
5947	5	2	14	9	2	0	0	1	1	0	7	18	0
5948	8	1	1	9	4	9	1	4	0	1	5	38	0
5949	6	2	13	15	4	0	3	2	0	0	4	38	0
5950	12	4	9	10	2	9	0	4	1	0	1	38	0
5951	2	2	10	9	4	9	3	4	0	0	4	38	0
5952	4	2	15	15	4	10	3	4	1	0	4	15	0
5953	0	2	15	15	4	0	3	4	0	0	1	38	0
5954	10	5	10	11	2	9	0	4	1	0	4	38	0
5955	6	2	9	8	2	2	0	4	1	0	5	38	0
5956	1	2	1	6	4	13	3	4	1	0	4	38	0
5957	15	5	6	4	2	13	0	4	1	0	4	38	0
5958	6	5	0	10	4	9	1	4	0	0	7	38	0
5959	6	2	10	0	0	2	4	4	1	0	4	38	0
5960	5	2	15	0	4	11	2	4	1	0	0	12	0
5961	2	2	4	4	4	5	4	4	1	0	2	38	0
5962	14	3	10	11	2	11	5	4	0	1	3	38	1
5963	15	2	13	11	6	11	1	4	0	0	4	38	0
5964	8	1	3	8	4	10	1	4	1	1	4	38	0
5965	1	2	0	11	4	10	1	4	1	0	4	38	0
5966	1	2	4	11	4	2	4	4	1	0	3	38	0
5967	15	2	2	11	4	7	3	4	0	0	1	38	0
5968	5	0	0	7	4	9	1	4	0	0	4	38	0
5969	5	1	14	9	2	9	0	4	1	0	4	38	0
5970	11	5	10	15	4	0	4	4	0	0	4	38	0
5971	6	2	1	14	2	3	0	1	1	0	7	23	1
5972	2	2	10	15	4	4	3	4	1	0	4	38	0
5973	4	2	9	11	3	12	1	4	0	0	3	38	0
5974	5	2	15	5	4	5	2	4	1	0	1	38	0
5975	11	3	12	11	3	4	1	4	1	0	5	38	0
5976	5	2	3	11	2	6	0	4	1	0	4	38	1
5977	9	2	1	9	4	3	1	4	1	0	4	38	0
5978	6	2	4	9	4	11	1	4	0	0	4	38	0
5979	7	3	8	9	0	11	1	4	1	0	7	38	0
5980	2	2	10	11	4	9	1	4	0	0	4	1	0
5981	5	2	10	11	4	6	1	4	1	0	6	5	0
5982	3	2	4	11	2	2	0	4	1	0	5	38	0
5983	10	4	4	9	2	2	0	4	1	0	4	38	1
5984	14	2	5	1	2	11	0	4	1	0	7	38	0
5985	15	2	2	11	2	2	0	4	1	0	4	38	0
5986	11	2	1	9	4	12	3	4	1	0	4	38	0
5987	14	4	0	11	2	4	0	4	1	0	7	38	0
5988	7	1	8	7	2	10	0	4	1	0	4	38	1
5989	7	2	13	8	0	9	4	4	0	0	4	38	0
5990	6	2	9	14	4	9	1	4	1	0	7	38	0
5991	15	2	4	5	6	8	1	4	0	0	4	38	0
5992	15	2	8	0	6	12	4	4	0	0	4	38	0
5993	1	2	12	9	4	9	3	4	1	0	4	38	0
5994	3	2	9	11	4	2	3	4	0	0	5	38	0
5995	9	2	2	15	0	3	1	4	1	0	6	38	1
5996	8	2	3	9	2	3	0	4	1	0	6	38	1
5997	12	1	2	6	6	5	4	4	1	0	4	38	1
5998	4	5	8	8	4	12	1	4	0	0	7	38	0
5999	11	3	3	12	2	3	0	4	1	0	6	38	1
6000	14	2	5	8	2	12	0	4	1	1	4	38	1
6001	6	4	13	1	2	6	0	4	1	0	4	38	0
6002	14	2	13	7	0	0	1	4	0	0	4	38	0
6003	8	2	13	15	0	0	4	4	0	1	1	38	1
6004	15	2	4	11	2	10	0	4	1	0	2	38	0
6005	2	2	4	0	4	2	3	2	0	0	4	38	0
6006	13	2	3	10	4	3	1	4	1	0	4	38	1
6007	10	5	3	10	0	9	1	4	0	1	7	38	1
6008	5	2	13	11	0	2	3	4	1	0	6	38	0
6009	6	2	9	7	2	2	0	4	1	0	6	38	1
6010	9	2	9	11	2	2	0	4	1	0	4	38	1
6011	2	1	12	15	2	10	0	4	1	0	7	38	1
6012	10	2	10	4	2	5	0	4	1	0	4	25	0
6013	8	3	0	11	4	13	1	4	1	0	6	38	0
6014	7	4	14	4	2	13	0	4	1	0	6	25	1
6015	8	2	4	9	2	9	0	4	1	0	6	38	1
6016	12	2	5	11	2	6	0	4	1	0	4	4	1
6017	12	2	2	11	0	7	1	1	0	0	4	38	0
6018	6	2	14	15	2	11	0	4	1	0	6	38	0
6019	10	2	5	10	2	3	0	1	1	1	4	23	1
6020	14	2	2	11	0	7	1	1	1	0	4	2	0
6021	15	2	10	11	2	3	0	4	1	0	6	38	1
6022	13	4	13	11	2	3	0	4	1	0	2	38	0
6023	15	4	2	15	6	4	4	4	0	0	6	38	0
6024	12	3	13	10	2	9	0	4	1	1	6	38	1
6025	0	2	13	1	4	11	3	3	0	0	2	26	0
6026	4	2	9	12	4	9	3	4	1	0	4	38	0
6027	14	2	2	11	6	9	1	4	0	0	0	38	0
6028	3	1	5	11	4	9	3	2	0	0	4	38	0
6029	11	2	12	11	5	6	3	2	0	0	4	38	0
6030	12	2	6	7	4	0	1	4	0	0	4	38	0
6031	6	2	9	9	4	9	1	4	1	0	4	1	0
6032	9	2	2	9	2	9	0	4	1	0	6	38	0
6033	3	2	13	15	4	3	3	2	1	0	4	38	0
6034	6	2	5	15	2	2	0	4	1	0	4	38	0
6035	12	5	11	10	2	9	0	4	1	0	4	38	1
6036	7	2	2	14	2	9	0	4	1	1	6	38	1
6037	14	2	6	11	0	5	1	4	1	0	4	38	0
6038	2	2	5	15	4	7	3	4	1	0	1	38	0
6039	9	2	6	9	2	3	0	4	1	1	6	38	1
6040	10	3	0	15	2	3	0	4	1	0	7	38	0
6041	6	2	3	9	2	11	0	4	1	0	5	38	1
6042	4	2	1	8	4	12	3	4	0	0	3	38	0
6043	12	2	4	11	2	13	0	4	1	0	4	38	1
6044	2	2	11	15	4	7	3	4	1	0	1	38	0
6045	3	2	7	15	4	0	3	4	1	0	3	38	0
6046	7	2	1	9	2	3	0	4	1	1	6	38	1
6047	13	1	4	11	2	2	0	4	1	1	3	38	0
6048	9	1	8	15	4	10	1	2	0	0	4	38	1
6049	12	2	10	0	2	0	5	4	0	0	4	38	0
6050	14	2	7	15	6	6	4	4	0	0	4	38	0
6051	9	2	9	12	4	9	1	4	0	0	4	38	0
6052	15	2	14	11	6	11	1	4	0	0	0	38	0
6053	0	2	11	11	4	6	2	4	1	0	4	25	0
6054	13	4	8	8	5	2	1	4	1	0	4	30	0
6055	14	1	0	11	6	13	1	4	0	0	4	38	0
6056	13	2	1	15	0	0	4	4	0	0	5	38	0
6057	13	2	8	10	2	3	0	4	1	0	6	38	1
6058	6	2	10	0	5	7	4	4	0	0	3	38	0
6059	4	2	11	8	1	4	0	4	1	0	4	38	1
6060	2	2	0	9	4	3	1	4	0	0	6	38	0
6061	13	5	5	12	2	9	0	4	1	0	3	38	1
6062	1	2	10	11	4	5	3	4	1	0	3	38	0
6063	15	2	5	14	2	3	0	4	1	0	1	38	0
6064	15	1	1	12	2	9	0	4	1	0	5	38	0
6065	1	2	12	15	4	11	3	4	1	0	2	38	0
6066	9	2	1	15	0	7	1	4	0	0	6	38	0
6067	13	2	12	9	4	9	1	4	0	0	5	25	0
6068	9	4	5	11	2	13	0	4	1	0	5	38	0
6069	7	2	15	11	0	0	4	4	0	0	3	38	0
6070	5	2	6	11	2	6	0	4	1	0	4	38	0
6071	10	2	9	1	2	5	0	4	1	0	4	38	0
6072	8	2	6	14	2	9	0	4	1	0	7	38	1
6073	6	2	9	15	2	2	0	4	1	0	4	38	0
6074	5	2	1	11	4	4	1	4	1	0	4	20	0
6075	8	2	11	9	2	3	0	4	1	1	4	38	1
6076	8	2	12	8	2	0	0	4	1	1	4	38	0
6077	11	2	8	8	4	11	1	4	0	0	3	38	0
6078	4	2	5	8	4	7	1	4	0	0	4	38	0
6079	9	2	5	11	4	7	1	4	0	0	4	38	0
6080	15	2	10	4	2	13	0	2	1	0	4	38	0
6081	13	2	11	15	2	11	0	4	1	0	4	38	1
6082	12	5	4	15	2	4	0	4	1	0	4	38	0
6083	9	4	5	11	2	11	0	4	1	0	6	38	1
6084	12	2	2	15	2	2	0	4	1	0	4	38	0
6085	11	5	14	15	0	0	4	4	0	0	5	38	0
6086	12	5	6	12	0	9	1	4	0	0	4	38	0
6087	11	2	14	15	5	0	4	4	0	0	1	38	0
6088	13	2	8	3	5	8	2	4	0	0	4	25	0
6089	15	4	0	11	2	3	0	4	1	0	5	38	1
6090	6	5	7	11	2	12	0	4	1	0	4	38	1
6091	12	5	7	14	2	9	0	4	1	1	6	38	1
6092	10	2	12	11	0	2	4	4	1	0	4	38	0
6093	15	2	3	9	2	3	0	4	1	0	4	38	1
6094	12	2	0	11	2	0	0	4	1	0	3	38	0
6095	7	2	8	15	4	7	1	4	0	0	7	38	0
6096	8	2	3	15	2	3	0	4	1	0	6	38	0
6097	4	2	8	11	4	7	2	3	1	0	5	25	0
6098	1	2	12	15	4	9	1	4	1	0	0	38	0
6099	3	2	6	15	4	3	4	2	0	0	4	38	0
6100	2	2	7	15	4	3	3	4	0	0	5	38	0
6101	3	2	13	11	4	11	1	4	1	1	4	38	0
6102	11	5	2	15	2	0	0	4	1	0	4	38	0
6103	5	2	8	11	0	2	1	4	1	0	5	38	0
6104	2	2	12	11	2	7	0	4	1	0	5	38	1
6105	3	5	14	9	4	9	4	4	1	0	6	38	0
6106	14	2	5	11	2	2	0	4	1	0	7	38	0
6107	11	1	6	11	3	0	4	2	0	0	4	38	0
6108	0	2	15	11	4	0	1	4	0	0	4	38	0
6109	6	2	7	5	2	7	5	4	0	0	4	38	0
6110	0	2	8	1	4	5	2	4	1	0	2	38	0
6111	4	2	7	15	4	0	3	4	0	0	4	38	0
6112	1	2	9	11	4	0	3	2	0	0	3	22	0
6113	2	2	11	0	0	5	4	4	0	0	6	38	0
6114	0	2	10	0	4	7	2	4	0	0	4	38	0
6115	12	2	7	14	2	9	0	4	1	0	7	38	1
6116	3	2	12	9	4	11	1	4	0	0	0	38	0
6117	13	2	5	9	2	9	0	4	1	0	4	38	1
6118	7	4	15	11	2	2	5	2	0	0	4	38	1
6119	8	1	8	15	2	10	0	4	1	0	7	38	0
6120	5	2	10	15	2	6	0	4	1	0	4	38	1
6121	13	2	9	15	0	0	1	4	0	0	4	38	0
6122	12	2	10	11	2	2	0	4	1	0	4	38	0
6123	7	4	11	9	5	2	1	4	1	0	7	38	0
6124	0	2	5	0	4	11	3	4	1	0	0	38	0
6125	1	2	0	11	4	7	1	4	0	0	4	38	0
6126	1	2	5	15	4	0	1	4	0	0	5	38	0
6127	15	2	5	11	2	11	0	4	1	0	0	38	0
6128	4	2	4	9	2	9	0	4	1	0	4	38	1
6129	15	2	15	8	2	0	0	4	1	0	0	38	0
6130	5	2	14	1	2	7	5	2	0	0	2	38	0
6131	6	2	8	15	0	6	4	4	0	0	4	38	0
6132	14	2	1	11	2	13	0	4	1	0	4	38	1
6133	9	2	4	9	2	12	0	4	1	0	6	38	1
6134	2	2	5	9	4	6	3	4	0	0	4	38	0
6135	12	2	13	11	5	2	4	2	0	0	4	38	0
6136	2	2	11	15	4	11	1	4	1	0	5	38	0
6137	5	5	11	15	2	9	5	2	0	0	4	38	1
6138	10	2	15	11	0	0	4	4	0	0	4	38	1
6139	3	2	14	15	2	6	0	4	1	0	4	38	0
6140	15	1	3	12	0	9	1	4	0	1	2	38	1
6141	10	3	8	15	2	3	0	4	1	0	6	38	0
6142	5	4	14	11	2	3	0	4	1	0	7	38	0
6143	12	3	7	14	2	9	0	4	1	0	7	38	1
6144	5	2	14	12	2	3	0	4	1	1	7	38	1
6145	13	2	3	15	2	9	0	4	1	0	4	10	1
6146	10	2	10	15	0	6	1	4	1	0	4	38	0
6147	1	2	3	11	4	4	3	1	1	0	4	38	0
6148	1	2	5	11	4	0	3	4	0	0	4	38	0
6149	3	2	9	9	4	3	1	4	1	0	6	38	0
6150	6	2	15	11	3	5	1	4	1	0	4	12	0
6151	15	3	7	11	2	9	5	4	0	1	2	8	1
6152	1	2	10	15	4	11	3	4	0	0	0	38	0
6153	6	1	12	11	0	0	3	4	0	0	4	38	0
6154	9	2	2	11	4	6	4	2	0	0	4	38	0
6155	12	2	14	1	2	8	2	4	0	0	4	38	0
6156	12	4	10	11	2	11	0	2	1	0	4	38	0
6157	9	2	1	9	2	3	0	4	1	0	4	38	1
