record_id	limit	sex	education	marriage	age	pay0	pay2	pay3	pay4	pay5	pay6	bill_amt1	bill_amt2	bill_amt3	bill_amt4	bill_amt5	bill_amt6	pay_amt1	pay_amt2	pay_amt3	pay_amt4	pay_amt5	pay_amt6	label
2266	14	0	1	2	5	2	1	2	2	2	2	2	12	12	11	11	11	13	5	4	5	5	5	0
2267	12	0	1	1	7	3	4	2	2	2	2	15	14	13	11	10	10	0	8	7	6	7	6	0
2268	10	0	2	1	12	2	2	2	2	2	4	3	4	4	3	4	4	2	3	2	0	0	1	0
2269	8	1	2	1	10	1	2	2	2	2	2	14	14	14	13	13	13	11	11	10	9	10	11	0
2270	10	1	2	1	15	2	2	2	2	2	2	14	14	15	14	14	14	10	11	9	10	10	10	0
2271	5	1	1	2	7	1	4	4	1	2	2	4	3	1	3	3	4	0	0	7	0	6	8	0
2272	12	0	2	1	12	0	0	0	0	1	1	1	1	1	1	3	4	0	0	0	5	8	7	1
2273	9	1	1	2	3	2	2	2	2	2	2	11	12	12	11	11	11	6	6	6	6	5	6	0
2274	11	0	1	2	10	2	2	2	2	2	2	13	13	13	12	13	13	10	10	9	9	9	9	0
2275	1	0	1	1	14	2	2	0	0	0	0	5	1	1	1	1	1	0	13	0	4	0	0	1
2276	5	1	2	1	15	2	2	2	2	2	2	9	10	10	10	10	10	4	5	5	5	10	0	0
2277	9	1	1	2	5	2	2	2	2	2	2	11	11	12	11	11	11	7	7	7	6	6	5	0
2278	3	0	2	1	2	3	0	0	1	1	1	1	1	1	2	2	2	0	0	6	3	3	12	0
2279	13	0	1	2	5	0	0	0	0	0	0	3	3	4	3	2	3	6	8	8	5	7	12	0
2280	14	1	2	1	6	2	2	2	2	2	2	7	8	8	7	8	8	10	10	1	9	9	11	0
2281	4	1	2	1	14	2	2	2	2	2	2	12	12	9	8	9	9	6	3	2	10	6	3	0
2282	3	0	2	2	1	2	2	2	2	2	2	11	11	11	10	7	8	6	6	4	2	2	2	0
2283	3	0	1	2	6	2	2	2	2	2	2	10	10	10	10	10	10	4	5	11	5	5	9	1
2284	10	0	2	2	5	1	2	2	0	0	0	3	3	1	1	1	1	2	0	0	0	0	0	0
2285	11	1	1	2	6	1	2	2	2	2	1	9	9	8	5	4	5	10	3	2	0	11	12	0
2286	11	1	2	2	4	2	2	2	2	2	2	14	14	15	14	14	14	11	12	11	10	11	11	0
2287	10	1	1	2	7	0	0	0	0	0	0	2	4	2	2	1	1	9	1	4	1	0	6	0
2288	10	0	1	1	15	1	1	1	1	1	1	2	2	3	2	3	3	1	4	3	8	6	10	0
2289	6	0	3	1	9	1	1	1	1	1	2	1	2	2	1	2	1	1	1	0	2	0	1	0
2290	1	1	1	2	1	2	2	4	2	2	2	4	5	5	4	5	5	7	2	2	3	3	3	0
2291	4	1	2	2	0	2	2	2	2	2	2	10	10	10	10	10	10	4	4	4	5	8	6	0
2292	11	0	3	1	7	5	4	2	2	2	2	14	14	14	13	14	14	0	11	9	10	10	10	0
2293	5	1	1	2	5	3	4	4	4	4	4	11	12	12	11	11	12	10	8	6	0	10	8	0
2294	10	1	1	2	4	2	2	1	1	1	2	11	11	4	4	8	5	10	10	9	12	0	6	0
2295	4	0	2	2	14	2	2	2	2	2	2	12	12	12	10	10	10	8	9	5	6	4	6	0
2296	0	0	2	2	0	2	2	2	2	2	2	5	5	5	5	5	5	2	2	0	1	1	1	1
2297	12	0	2	2	13	1	1	0	0	0	0	9	9	6	3	5	4	13	12	6	11	10	11	0
2298	6	0	2	2	5	2	2	2	2	2	2	11	11	12	11	11	11	6	6	6	7	7	9	0
2299	14	1	1	1	6	1	1	1	1	1	1	4	3	3	1	1	1	7	2	0	1	1	1	0
2300	1	0	1	2	1	3	0	0	0	0	1	1	1	1	1	1	3	0	0	0	0	4	0	1
2301	3	0	3	2	4	2	2	2	2	2	2	11	11	11	10	6	6	5	6	3	2	2	5	0
2302	4	1	3	0	8	2	2	2	2	2	2	11	9	8	5	4	1	4	6	0	0	0	0	0
2303	3	1	2	1	13	2	2	2	2	2	2	10	10	11	8	9	9	6	6	3	4	4	4	0
2304	7	0	1	2	7	4	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
2305	6	0	1	2	5	2	2	2	2	2	2	4	4	5	4	4	1	2	2	0	0	0	0	0
2306	14	1	1	1	7	1	1	1	4	1	1	6	6	7	5	2	4	13	7	0	3	10	9	0
2307	9	0	2	2	7	0	0	0	0	0	0	2	3	2	1	1	2	3	1	1	1	1	0	0
2308	8	0	3	1	15	2	2	2	2	2	2	14	14	14	13	13	12	9	9	8	8	7	6	1
2309	6	0	2	1	9	2	2	2	2	2	2	13	13	13	12	12	12	8	8	6	7	7	8	0
2310	6	1	1	2	8	2	2	2	2	2	2	12	9	7	6	7	8	4	5	8	11	9	1	0
2311	1	1	3	2	2	2	2	2	2	2	2	7	7	7	7	6	1	6	5	3	3	0	0	0
2312	1	0	2	2	5	4	4	4	2	2	2	7	7	8	7	7	7	3	1	1	5	5	2	1
2313	9	0	1	1	8	0	0	0	0	0	0	2	4	3	3	3	2	9	2	6	7	4	2	0
2314	4	1	2	1	3	0	0	0	0	0	0	1	2	2	1	1	2	1	1	1	1	2	0	0
2315	3	1	1	2	2	2	2	2	2	2	2	10	10	10	8	7	7	4	6	4	3	3	3	0
2316	13	1	1	1	15	1	1	1	1	1	1	5	5	4	2	2	8	10	9	4	5	12	11	0
2317	3	1	3	1	12	2	2	2	2	2	2	7	9	9	9	9	9	13	5	5	6	6	5	0
2318	14	0	1	1	9	1	1	1	2	2	2	1	2	7	13	14	14	2	13	12	12	11	12	0
2319	5	1	2	2	0	1	1	2	2	2	2	2	7	7	5	6	6	13	5	1	1	1	3	0
2320	1	0	2	1	15	1	4	1	1	0	1	2	2	2	1	1	2	0	1	0	6	4	4	0
2321	3	1	2	1	6	2	2	2	2	2	2	10	11	11	7	7	7	8	6	3	2	9	2	0
2322	4	1	2	1	2	2	2	2	2	2	4	12	12	13	11	11	11	8	6	6	9	0	6	0
2323	4	0	2	2	7	2	2	2	2	2	1	12	12	10	7	4	9	10	2	0	9	12	8	0
2324	3	1	1	2	9	3	4	4	4	4	4	7	7	8	7	7	8	3	4	0	6	0	3	0
2325	2	0	2	2	2	2	2	2	2	2	2	9	9	9	9	9	9	4	8	4	4	4	7	0
2326	14	0	2	1	15	0	0	0	1	1	2	0	3	4	2	3	4	2	9	3	7	3	3	0
2327	5	1	2	1	14	2	2	2	2	2	2	8	9	9	9	9	10	7	6	8	6	10	0	0
2328	1	0	2	2	13	2	2	2	1	1	1	7	7	7	2	1	2	3	4	3	1	1	1	0
2329	3	1	2	2	1	2	2	2	2	2	2	11	11	12	11	10	10	6	6	5	8	5	6	0
2330	1	0	2	1	14	4	4	4	4	2	2	6	6	7	6	7	7	1	10	0	1	3	1	1
2331	7	1	2	2	5	2	2	2	2	2	2	10	9	10	8	7	4	6	4	2	3	0	0	0
2332	8	1	2	1	12	0	0	0	0	0	0	2	3	1	1	4	1	5	0	0	10	0	0	0
2333	0	1	2	3	13	3	4	2	2	2	2	5	5	6	4	5	5	0	2	3	3	3	6	0
2334	12	1	1	2	12	2	2	2	2	2	2	9	12	11	11	12	12	13	13	12	12	12	12	0
2335	13	1	1	2	2	2	2	2	2	2	2	15	15	14	13	13	12	12	10	12	9	8	8	0
2336	5	1	2	1	8	3	4	4	4	4	4	8	8	9	8	9	9	0	10	0	9	0	6	0
2337	14	1	2	2	7	1	1	1	1	0	1	2	1	4	1	1	10	0	8	0	0	12	0	0
2338	2	0	2	1	14	2	2	4	4	5	4	9	9	10	9	10	10	8	0	9	0	0	5	0
2339	3	1	2	2	0	4	2	2	2	2	2	10	9	8	8	8	8	5	5	2	3	3	3	1
2340	11	1	1	2	5	1	1	1	1	1	1	1	1	1	1	1	3	0	0	1	0	7	2	0
2341	7	0	2	2	1	2	2	2	4	4	4	14	14	14	13	13	13	9	12	10	9	9	0	1
2342	10	0	1	2	4	2	2	2	2	2	2	8	8	8	8	5	5	13	12	11	9	9	10	0
2343	14	0	3	1	15	0	0	0	0	0	0	2	0	0	2	1	1	0	0	2	1	0	4	0
2344	5	0	2	1	15	2	2	2	2	2	2	11	11	11	6	8	8	6	7	2	11	4	2	0
2345	13	1	1	1	8	4	4	4	4	4	4	15	15	15	14	14	14	13	12	11	12	12	11	0
2346	3	0	3	1	15	4	4	4	2	2	2	7	8	8	7	7	7	7	0	1	2	2	2	1
2347	6	1	1	1	8	2	2	2	1	1	1	12	14	7	2	4	2	13	10	3	10	4	6	0
2348	12	1	1	1	8	1	1	1	1	0	0	1	1	2	1	1	1	0	2	0	0	0	2	0
2349	4	1	2	2	7	3	4	2	2	2	2	13	13	13	12	10	10	0	8	6	5	6	6	1
2350	7	1	1	1	13	1	1	1	0	0	0	3	3	1	1	1	1	3	0	0	0	0	0	1
2351	7	1	2	1	13	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2352	8	0	1	2	4	0	0	0	0	0	1	0	1	1	1	1	9	2	0	0	0	12	11	0
2353	7	0	2	2	11	2	2	2	2	2	2	14	14	14	13	13	13	11	9	9	9	10	10	0
2354	4	0	2	2	15	5	4	2	2	2	2	9	9	10	9	10	10	0	5	4	6	7	6	1
2355	8	1	2	1	9	0	0	0	0	0	0	0	0	4	3	2	6	0	8	7	5	12	5	1
2356	7	1	1	2	6	2	2	2	2	2	2	14	14	14	13	13	13	11	12	11	9	9	11	0
2357	6	1	1	2	5	1	1	2	2	2	1	6	5	6	4	5	3	11	12	0	0	5	10	0
2358	9	1	1	2	10	2	2	2	2	2	2	12	11	12	11	11	11	6	10	6	6	6	6	0
2359	11	1	2	1	7	2	2	2	2	2	2	15	15	15	14	14	13	12	12	11	11	9	9	0
2360	13	0	1	2	11	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2361	3	1	3	1	15	2	2	2	2	2	2	8	9	9	9	8	8	3	5	5	4	6	4	0
2362	3	1	2	2	3	5	4	4	4	6	5	11	11	11	11	11	11	6	0	11	0	0	0	1
2363	12	0	1	1	10	2	2	2	2	2	2	7	8	8	9	9	9	7	7	10	5	9	5	0
2364	8	0	2	2	6	2	1	2	2	2	2	14	14	14	14	13	12	13	10	10	10	9	9	0
2365	12	0	3	2	15	1	1	1	1	1	1	2	2	3	2	2	3	2	2	3	5	4	4	0
2366	12	1	1	1	5	3	0	1	2	1	1	0	0	4	3	2	3	0	12	0	4	5	6	0
2367	11	1	1	1	10	3	0	0	0	0	0	1	1	1	1	1	1	0	13	0	0	0	0	0
2368	3	0	2	1	13	1	1	1	1	1	1	2	3	3	2	2	3	2	3	3	4	4	4	0
2369	3	0	2	2	4	1	4	1	2	2	1	3	1	4	2	0	2	0	8	0	0	2	3	0
2370	3	1	1	2	3	1	1	0	1	4	1	6	1	1	1	1	1	0	0	0	0	0	1	0
2371	8	0	1	1	10	0	0	0	0	0	0	1	1	1	2	1	1	0	0	2	0	0	1	0
2372	11	1	2	1	12	2	2	2	2	2	2	10	10	10	10	10	10	6	5	4	6	6	4	0
2373	14	1	2	2	12	1	1	1	2	2	1	4	1	15	14	14	1	0	13	9	0	0	12	0
2374	10	1	2	2	2	2	2	2	2	2	2	14	15	15	14	13	13	12	12	11	11	11	11	0
2375	4	1	2	1	15	3	1	1	1	1	1	0	2	2	0	2	3	1	1	0	4	4	5	1
2376	5	0	3	1	6	3	4	4	5	7	7	11	11	12	12	12	12	0	12	11	5	0	5	1
2377	13	1	1	2	7	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2378	9	1	2	1	7	2	2	2	2	2	2	13	12	6	5	6	6	5	7	6	11	0	4	1
2379	6	1	2	1	4	2	2	2	2	2	2	9	10	10	10	10	10	5	6	5	6	6	5	0
2380	10	0	1	1	11	2	2	2	2	2	2	9	8	6	3	3	0	5	7	2	0	0	8	0
2381	2	1	1	2	1	2	2	2	4	4	2	9	9	9	9	8	6	7	7	4	0	3	2	1
2382	7	0	1	2	4	1	1	1	0	0	0	1	5	0	0	0	0	11	0	0	0	0	0	0
2383	13	0	1	1	11	2	2	4	2	2	2	13	14	14	14	14	14	13	0	12	12	12	12	0
2384	10	0	1	2	13	0	0	0	0	0	0	11	8	3	5	9	5	13	7	11	12	11	12	0
2385	3	1	2	1	6	3	4	4	4	2	2	8	8	8	7	8	8	4	2	0	4	3	3	0
2386	14	0	2	2	10	3	3	3	4	2	2	6	6	7	5	7	6	7	10	0	10	6	6	0
2387	1	0	2	2	0	3	4	2	2	2	2	7	7	7	7	7	7	0	3	2	2	2	3	1
2388	4	1	2	1	0	4	2	2	2	2	2	12	14	12	11	12	12	6	6	7	7	11	0	1
2389	3	0	2	2	2	2	2	2	4	2	2	7	7	7	7	7	7	3	6	1	3	6	3	0
2390	12	1	1	2	15	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	3	0
2391	7	0	2	2	7	2	2	2	2	2	2	14	14	13	12	12	12	9	8	8	8	7	9	0
2392	6	0	2	2	2	2	2	2	2	2	2	4	5	5	3	4	4	5	2	6	0	0	0	0
2393	3	0	2	2	5	2	2	2	2	2	2	9	9	8	6	7	7	3	3	1	6	2	3	1
2394	3	0	3	1	10	4	4	4	4	2	2	9	9	8	7	8	9	0	9	0	5	8	7	1
2395	0	0	2	2	5	2	2	2	1	2	2	5	5	0	4	4	5	2	0	10	1	2	2	0
2396	3	1	3	1	11	2	2	2	2	2	2	9	10	6	4	4	5	3	3	1	1	1	1	0
2397	11	1	1	2	4	2	2	2	2	2	2	12	13	13	12	12	12	12	9	8	0	12	12	0
2398	3	1	2	2	0	4	4	4	5	4	4	9	9	9	9	9	9	5	7	0	4	0	8	1
2399	3	0	2	1	9	4	4	4	4	2	2	10	10	11	10	10	11	0	9	0	5	8	0	1
2400	4	0	2	1	10	2	2	1	1	2	2	10	7	5	4	6	9	10	12	10	11	12	9	0
2401	0	1	1	2	1	2	2	2	2	2	4	4	5	5	4	4	5	2	3	4	4	0	5	0
2402	4	1	2	1	13	2	2	2	2	2	2	12	12	10	9	9	10	8	7	7	8	7	8	0
2403	9	1	1	1	10	2	2	2	2	2	2	6	6	5	5	4	5	4	3	6	9	1	2	0
2404	4	1	2	1	10	1	2	2	4	4	4	8	9	9	9	9	9	5	9	3	5	0	4	0
2405	3	1	2	1	5	2	2	2	2	2	2	10	11	11	7	8	8	6	6	1	2	3	3	0
2406	1	1	1	2	2	1	1	1	1	1	2	6	4	8	4	9	9	10	13	10	12	6	11	0
2407	4	1	2	2	1	2	2	4	4	4	4	12	12	12	12	12	12	11	7	0	10	0	8	0
2408	0	0	3	2	1	2	2	2	2	2	2	4	4	5	4	5	3	5	5	5	6	3	0	0
2409	1	1	2	2	2	2	2	2	2	2	2	7	6	6	7	7	1	5	5	10	0	0	0	0
2410	8	1	1	2	8	2	2	2	2	2	2	14	14	13	12	13	13	10	8	8	8	8	9	0
2411	10	0	2	2	14	3	4	2	2	2	2	8	8	8	8	9	9	0	5	3	9	9	10	1
2412	12	0	2	1	11	2	2	2	2	2	2	12	12	12	11	12	12	6	6	4	5	5	5	0
2413	7	1	2	2	6	1	1	1	1	2	1	6	6	6	7	6	10	12	12	12	10	12	12	0
2414	14	1	2	2	12	1	1	1	1	2	1	1	2	3	3	3	2	1	2	7	0	2	2	0
2415	4	0	1	2	5	1	2	2	2	2	2	7	7	6	5	6	6	7	6	2	6	1	7	0
2416	3	1	2	1	8	2	2	2	2	2	5	7	8	8	8	9	9	5	5	7	9	6	10	0
2417	3	1	1	2	11	2	2	2	2	2	2	11	11	11	10	7	7	4	7	5	1	2	12	0
2418	3	0	2	1	14	2	2	2	2	2	2	8	8	8	7	8	8	3	3	1	2	3	3	0
2419	10	1	1	1	12	1	1	1	1	1	0	1	2	1	2	1	1	1	0	1	0	0	0	1
2420	3	1	2	2	1	2	2	2	2	2	2	10	10	9	8	9	9	6	4	5	4	4	4	0
2421	7	1	3	1	5	2	2	2	2	2	2	14	14	14	13	13	13	8	8	8	8	8	8	0
2422	7	1	1	2	3	1	1	1	1	1	1	4	4	5	5	6	4	9	11	11	12	10	9	0
2423	0	1	2	1	2	3	4	4	4	2	2	4	4	5	4	4	4	0	4	0	1	1	2	1
2424	12	0	2	2	3	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0
2425	11	1	1	2	4	1	1	1	1	1	2	5	5	7	8	6	10	10	13	12	12	12	11	0
2426	7	0	2	1	5	3	4	1	1	2	2	9	4	3	3	4	6	2	10	10	9	9	3	0
2427	10	1	2	1	10	1	1	1	2	2	2	4	1	8	9	9	9	0	13	11	2	3	4	0
2428	11	0	1	1	14	3	4	4	4	4	4	14	14	14	13	13	13	1	10	11	10	0	11	1
2429	11	1	2	1	4	2	2	2	2	2	2	15	15	15	14	12	12	12	12	11	9	9	9	0
2430	12	0	2	2	6	1	1	1	1	1	1	12	12	11	5	4	4	13	13	11	10	10	11	0
2431	13	0	1	2	7	2	2	2	2	2	2	12	12	13	12	12	12	7	7	7	8	8	8	0
2432	9	1	1	2	6	0	0	0	0	0	0	1	2	1	2	2	1	1	0	6	2	0	0	0
2433	5	0	1	2	2	2	2	2	2	2	2	5	5	5	5	6	7	3	4	9	9	9	9	0
2434	3	0	3	2	2	2	2	4	2	2	2	11	12	12	11	10	11	10	0	6	5	6	6	1
2435	9	0	2	2	15	2	2	2	2	2	2	15	15	15	13	14	14	11	11	9	10	10	10	0
2436	4	1	5	1	5	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2437	8	1	1	1	13	2	2	2	2	4	2	6	7	8	8	8	8	6	7	9	0	3	6	0
2438	3	1	1	2	2	3	4	4	4	4	4	10	10	11	10	11	11	5	5	5	5	5	5	1
2439	9	0	2	2	15	2	2	2	2	2	2	13	13	13	13	13	13	8	9	8	9	9	8	0
2440	7	1	2	2	9	2	2	2	2	2	2	12	12	13	12	11	11	7	8	10	6	11	0	0
2441	4	0	3	2	1	3	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	0
2442	3	1	2	1	0	2	2	2	2	2	2	9	9	7	7	7	8	5	3	3	3	5	3	1
2443	7	1	1	1	14	2	2	2	2	2	2	14	14	14	13	13	13	11	11	9	9	10	9	0
2444	9	1	3	2	15	0	0	0	0	0	0	2	3	4	2	1	1	4	8	3	0	0	0	0
2445	6	0	3	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2446	7	1	3	1	11	4	4	2	2	2	2	14	14	14	12	12	12	0	10	7	8	7	9	0
2447	7	1	3	1	13	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2448	3	1	1	2	15	5	4	2	2	0	0	11	11	11	1	1	1	0	2	0	0	0	0	1
2449	3	0	3	1	10	2	2	2	2	2	2	10	10	10	10	10	10	5	8	4	5	5	6	0
2450	5	1	3	1	6	1	1	1	0	0	0	6	3	3	1	1	3	4	2	0	0	4	10	0
2451	1	0	2	2	1	5	4	2	2	1	1	7	7	7	7	6	4	0	3	1	12	10	0	0
2452	7	1	1	2	4	3	1	1	0	0	1	1	2	1	1	1	2	1	0	0	0	2	0	0
2453	14	1	3	1	12	0	0	0	0	0	0	5	1	1	1	2	1	0	0	0	2	0	0	0
2454	13	1	1	1	11	3	1	2	2	2	2	9	15	15	14	14	14	13	13	12	12	12	12	0
2455	14	0	2	1	14	2	2	2	2	2	2	9	9	8	8	8	8	4	6	2	2	3	2	0
2456	10	1	1	1	4	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2457	9	0	2	2	5	0	0	0	0	0	0	6	6	9	6	4	5	12	13	12	10	11	12	0
2458	14	1	1	2	7	2	2	2	2	1	2	15	15	15	14	14	14	13	13	12	12	12	9	0
2459	7	1	2	2	11	1	1	1	1	1	1	1	1	2	1	1	5	1	1	0	1	11	1	0
2460	3	1	3	2	0	2	2	2	2	2	2	9	9	9	7	8	6	10	10	7	9	9	9	0
2461	5	1	2	1	11	2	2	2	2	2	2	13	13	13	12	12	11	11	8	6	8	9	8	0
2462	3	1	2	2	2	2	2	2	1	1	4	10	10	10	1	10	10	4	2	1	12	5	0	0
2463	1	0	3	2	11	2	2	2	4	4	2	6	6	6	6	6	6	2	7	1	0	1	2	0
2464	1	0	2	2	10	5	4	4	9	9	9	3	3	3	3	3	3	0	0	0	0	0	0	1
2465	3	0	2	2	5	2	2	2	2	2	2	4	4	5	4	5	5	3	3	3	3	5	2	1
2466	3	1	3	2	10	3	5	4	2	2	2	11	11	11	9	9	9	0	0	4	3	4	12	1
2467	7	1	2	2	10	2	2	2	2	2	2	12	13	13	12	12	13	10	9	8	9	8	8	0
2468	2	1	2	2	2	4	2	2	4	2	2	8	8	9	8	9	6	4	11	0	2	4	1	1
2469	12	1	2	2	9	2	2	2	2	2	2	15	15	15	14	14	14	12	12	11	11	11	11	1
2470	8	0	2	1	15	0	0	1	2	2	0	1	2	14	6	3	3	1	13	2	7	6	8	0
2471	9	1	2	2	7	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2472	6	1	2	1	15	2	2	2	2	2	4	12	12	12	11	12	12	6	6	6	10	0	8	0
2473	12	0	2	1	10	2	2	2	2	2	2	15	5	6	5	5	6	2	2	3	1	1	1	0
2474	1	1	1	2	0	2	2	2	2	2	2	7	7	7	6	7	8	3	3	2	3	7	0	0
2475	11	0	3	1	14	0	0	0	1	1	0	5	6	5	5	1	2	13	11	11	1	1	1	0
2476	3	1	1	1	0	1	1	0	0	0	0	3	1	1	1	1	1	0	0	0	0	0	0	0
2477	6	0	2	2	4	4	4	4	4	4	2	13	13	14	13	13	13	10	10	8	0	9	8	1
2478	7	0	2	1	5	2	2	0	0	0	0	6	1	1	1	1	1	0	0	0	0	0	0	0
2479	8	0	3	1	11	2	2	2	2	2	2	8	8	8	8	8	8	4	4	4	4	3	4	0
2480	10	1	2	1	8	2	2	2	2	2	2	12	13	13	12	12	12	8	8	7	8	7	7	0
2481	2	0	2	2	7	2	2	2	2	2	2	7	8	8	8	8	6	5	5	5	3	3	3	0
2482	5	1	1	2	1	1	1	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0
2483	6	0	2	1	14	2	2	2	2	2	4	13	14	14	13	13	12	10	10	8	10	0	12	1
2484	10	1	1	1	7	1	2	1	1	1	1	5	4	5	3	4	3	10	11	6	10	7	11	0
2485	12	1	1	1	7	2	2	2	2	2	2	14	13	12	10	13	2	11	10	8	12	2	1	0
2486	14	1	1	1	5	0	0	0	0	0	0	5	3	3	4	1	0	7	7	10	0	0	8	0
2487	12	1	2	2	6	2	2	2	2	2	2	6	6	7	6	6	5	5	3	4	3	6	6	0
2488	4	1	2	1	1	1	2	2	1	1	0	2	3	1	1	1	1	3	0	1	0	0	0	0
2489	6	1	4	1	10	2	2	2	2	2	2	12	12	12	11	11	11	7	7	6	6	6	8	0
2490	12	1	2	2	8	2	2	2	2	2	2	15	15	15	13	13	13	10	10	8	9	9	9	0
2491	7	1	1	2	1	1	1	1	2	2	1	4	3	11	10	1	11	4	13	2	0	12	0	0
2492	13	1	1	2	4	1	1	1	1	1	1	8	3	3	1	1	4	9	6	0	0	10	5	0
2493	13	1	1	2	5	2	2	2	2	2	2	9	9	9	7	7	5	4	6	7	6	3	6	0
2494	10	0	2	1	14	1	1	1	1	1	1	11	10	6	3	4	4	13	12	9	10	10	11	0
2495	14	1	1	1	11	1	1	1	1	1	5	4	4	3	0	2	3	10	4	0	6	0	0	0
2496	9	0	3	1	10	2	2	2	2	2	2	12	11	11	10	10	9	6	6	4	4	4	4	0
2497	3	0	2	2	6	2	2	2	2	2	2	12	12	12	11	11	11	6	6	6	7	7	8	0
2498	8	0	1	1	12	2	2	2	2	2	2	14	14	13	12	12	12	10	7	8	7	8	7	0
2499	4	1	3	1	11	2	1	1	1	1	1	10	3	3	2	2	2	4	6	1	5	2	0	0
2500	3	1	3	1	15	2	2	4	1	2	2	8	6	2	6	5	5	4	0	12	1	1	3	1
2501	2	1	6	1	13	2	2	2	2	2	2	8	8	8	7	7	6	8	10	3	2	1	1	0
2502	12	1	2	2	11	2	2	2	2	2	2	15	15	15	14	14	14	12	12	10	10	10	9	0
2503	11	0	1	2	5	1	1	1	1	1	1	2	3	3	3	1	3	5	2	8	1	4	5	0
2504	14	0	2	1	10	1	1	1	2	1	1	3	4	4	4	1	8	8	11	2	1	12	3	0
2505	8	1	2	1	11	3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1
2506	7	1	2	2	0	4	2	2	2	2	2	8	8	9	8	9	9	4	4	2	4	4	4	1
2507	1	1	1	2	5	1	1	0	1	2	1	3	0	0	2	2	3	0	0	7	0	5	5	1
2508	9	1	2	2	6	2	2	2	2	2	2	13	13	14	13	13	13	10	13	10	8	9	9	0
2509	3	0	3	1	7	4	4	5	4	4	4	9	10	10	9	10	10	6	4	4	5	5	8	1
2510	1	1	2	1	14	4	4	4	4	2	2	7	7	7	6	7	7	4	4	0	3	3	3	0
2511	3	0	1	2	0	2	2	2	2	2	2	9	11	11	7	6	7	13	10	5	3	6	3	0
2512	12	1	1	2	3	1	1	1	2	2	2	10	12	14	13	12	9	13	13	0	2	12	12	0
2513	5	1	2	2	13	4	4	4	4	4	4	6	7	7	6	7	8	6	5	0	7	3	0	1
2514	6	1	1	2	5	2	2	2	2	2	2	10	11	11	10	11	11	6	6	5	6	6	7	0
2515	12	0	2	1	9	2	2	2	2	2	2	12	12	12	11	11	11	8	7	7	8	7	8	0
2516	1	0	2	2	0	2	2	2	2	2	2	7	6	7	6	6	7	4	7	2	2	6	3	0
2517	2	1	2	1	14	2	2	2	4	2	2	3	3	3	2	2	3	5	3	0	0	0	0	1
2518	3	1	2	1	14	4	4	4	4	5	4	6	7	7	7	7	7	5	5	6	0	0	3	0
2519	11	1	2	2	12	3	4	4	2	2	2	15	15	14	14	14	14	11	0	10	10	10	10	1
2520	0	1	2	1	10	5	4	2	2	4	2	5	5	5	5	5	5	0	2	4	0	1	1	1
2521	8	1	2	2	7	1	1	1	1	1	1	4	5	3	6	5	4	11	6	12	11	9	11	0
2522	4	1	2	1	8	2	2	1	1	1	1	6	6	4	3	1	1	7	7	6	0	0	2	0
2523	3	1	4	2	3	2	2	2	2	2	2	14	14	15	14	14	11	10	10	11	12	5	10	0
2524	12	1	2	2	11	0	0	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	1
2525	12	1	2	1	14	2	2	2	2	2	2	15	15	15	14	14	14	12	12	11	11	11	11	0
2526	6	1	3	2	15	2	2	2	2	2	2	13	14	14	13	12	12	9	9	9	8	8	8	0
2527	1	1	2	1	14	4	1	4	1	1	4	1	2	2	1	2	2	1	0	1	4	0	0	1
2528	12	1	2	3	11	2	2	2	2	2	2	15	15	15	14	14	14	11	11	10	10	10	11	0
2529	1	1	3	1	13	2	2	2	2	1	1	6	7	6	5	1	8	5	6	2	1	12	2	0
2530	8	1	2	2	7	3	0	0	0	0	0	4	3	3	1	1	1	6	2	0	0	0	2	0
2531	3	1	2	1	13	2	2	2	2	2	2	10	6	6	4	4	5	2	2	0	1	1	1	0
2532	3	0	1	2	11	2	2	2	2	2	2	10	10	10	7	7	6	6	8	3	3	4	6	0
2533	14	1	2	1	10	1	1	2	2	2	2	5	8	12	6	9	10	13	13	9	12	12	2	0
2534	11	1	3	1	14	2	2	2	2	2	2	15	15	15	14	14	14	12	11	10	11	11	11	1
2535	6	0	2	2	14	2	2	2	2	2	2	8	8	9	8	9	8	3	4	3	3	3	2	1
2536	5	1	3	1	13	2	2	2	2	2	2	4	5	5	4	5	5	2	3	3	1	1	1	1
2537	14	0	1	1	11	1	1	1	1	1	0	12	5	11	2	1	1	11	13	3	0	0	0	0
